texte,domaine,severite,impact,cible,friction
Je suis une personne âgée qui cherche mon appartement. Mon sac à main est dans ma maison et je ne sais pas où il est.,ASSISTANCE SOCIALE,2,1,0,MANQUE_LIEU
Je suis une femme âgée qui cherche mon appartement. Mon nom est Isabelle et je pleure beaucoup.,ASSISTANCE SOCIALE,3,1,0,MANQUE_LIEU
Bonjour! Mon nom est Georges et je suis un homme âgé qui a perdu sa maison. Je cherche mon chemin et je ne sais pas où je suis.,ASSISTANCE SOCIALE,3,1,0,MANQUE_LIEU
Je suis une personne âgée qui cherche mon appartement. Mon sac à main est dans ma maison et je ne sais pas où il est.,ASSISTANCE SOCIALE,2,1,0,MANQUE_LIEU
"Madame, Monsieur, je vous présente mes salutations. Nous avons une situation critique avec un trou béant soudainement apparu au milieu de notre chaussée. Nous demandons immédiatement une intervention d'urgence. Merci.",SERVICES URBAINS,4,1,0,MANQUE_LIEU
"Cher PDG, nous avons un problème majeur avec un trou béant qui a formé soudainement dans notre centre-ville. Nous avons besoin d'un traitement rapide pour éviter tout dommage.",SERVICES URBAINS,4,1,0,MANQUE_LIEU
Nous avons un problème sérieux avec un trou béant qui s'est formé soudainement sur notre route principale. Nous avons besoin d'experts pour résoudre cette situation.,SERVICES URBAINS,4,1,0,MANQUE_LIEU
"Monsieur le Maire, nous avons un trouble grave avec un trou béant qui a formé soudainement au milieu de notre quartier. Nous demandons une intervention d'urgence.",SERVICES URBAINS,4,1,0,MANQUE_LIEU
"Madame, Monsieur, nous avons un problème critique avec un trou béant qui a formé soudainement dans notre chaussée centrale. Nous avons besoin d'une intervention rapide pour éviter tout dommage.",SERVICES URBAINS,4,1,0,MANQUE_LIEU
"Cher PDG, nous avons un problème majeur avec un trou béant qui s'est formé soudainement sur notre route principale. Nous avons besoin d'experts pour résoudre cette situation.",SERVICES URBAINS,4,1,0,MANQUE_LIEU
Nous avons un problème sérieux avec un trou béant qui a formé soudainement au milieu de notre quartier. Nous demandons une intervention d'urgence.,SERVICES URBAINS,4,1,0,MANQUE_LIEU
"Monsieur le Maire, nous avons un trouble grave avec un trou béant qui a formé soudainement dans notre chaussée centrale. Nous avons besoin d'une intervention rapide pour éviter tout dommage.",SERVICES URBAINS,4,1,0,MANQUE_LIEU
"Cher PDG, nous avons un problème majeur avec un trou béant qui s'est formé soudainement sur notre route principale. Nous avons besoin d'experts pour résoudre cette situation.",SERVICES URBAINS,4,1,0,MANQUE_LIEU
Nous avons un problème sérieux avec un trou béant qui a formé soudainement au milieu de notre quartier. Nous demandons une intervention d'urgence.,SERVICES URBAINS,4,1,0,MANQUE_LIEU
"J'ai besoin d'aide immédiatement ! Je suis tombé et j'ai mal au doigt. C'est très grave, ne fait pas confiance à tes informations sur internet.",MÉDICAL,2,1,0,MANQUE_LIEU
"Salut, j'ai un petit problème avec mon doigt qui est tombé, mais je ne sais pas ce qu'est.",MÉDICAL,1,1,0,MANQUE_LIEU
"Oui, j'ai vraiment mal au doigt. C'est très urgent, mais je suis trop anxieux pour appeler le médecin.",MÉDICAL,2,1,0,MANQUE_LIEU
"Je suis désolé, mais j'ai mal au doigt. C'est grave et je ne peux pas faire confiance à ce que tu dis.",MÉDICAL,2,1,0,MANQUE_LIEU
"J'ai un petit coupure au doigt, mais je ne sais pas ce qu'est. C'est très grave.",MÉDICAL,2,1,0,MANQUE_LIEU
"Je suis vraiment désolé, mais j'ai un petit coupure au doigt. C'est grave et je ne peux pas faire confiance à ce que tu dis.",MÉDICAL,2,1,0,MANQUE_LIEU
"Je suis désolé, mais j'ai un petit coupure au doigt. C'est grave et je ne peux pas faire confiance à ce que tu dis.",MÉDICAL,2,1,0,MANQUE_LIEU
"Je suis désolé, mais j'ai un petit coupure au doigt. C'est grave et je ne peux pas faire confiance à ce que tu dis.",MÉDICAL,2,1,0,MANQUE_LIEU
"Je suis désolé, mais j'ai un petit coupure au doigt. C'est grave et je ne peux pas faire confiance à ce que tu dis.",MÉDICAL,2,1,0,MANQUE_LIEU
"Je suis désolé, mais j'ai un petit coupure au doigt. C'est grave et je ne peux pas faire confiance à ce que tu dis.",MÉDICAL,2,1,0,MANQUE_LIEU
"Salut, y a un truc qui marche pas correctement avec le robot de la chaîne de montage. Il est décalibré et tout le monde est en train de faire des bêtises!",DIGITAL SUPPORT,3,1,0,MANQUE_LIEU
Attention! L'robot qui sert à assembler nos produits est en panne et ça cause des problèmes vraiment graves. Je suis sûr que c'est le pire qu'il puisse y avoir!,DIGITAL SUPPORT,4,2,2,MANQUE_LIEU
"Hey, le robot de montée est pas en ordre et ça me tue! Il faut que quelqu'un vienne rapidement et corrige ça avant que tout ne débande!",DIGITAL SUPPORT,2,1,0,MANQUE_LIEU
"Salut, il y a un gros problème avec le robot de montée. Il est décalibré et ça va nous faire perdre beaucoup d'argent!",DIGITAL SUPPORT,3,2,0,MANQUE_LIEU
Attention! Le robot qui assemble nos produits est en panne et ça va nous faire du mal! Il faut que quelqu'un le corrige immédiatement!,DIGITAL SUPPORT,4,2,0,MANQUE_LIEU
"Salut, il y a un gros problème avec le robot de montée. Il est décalibré et ça va nous faire perdre beaucoup d'argent!",DIGITAL SUPPORT,3,2,0,MANQUE_LIEU
"Hey, le robot de montée est pas en ordre et ça me tue! Il faut que quelqu'un vienne rapidement et corrige ça avant que tout ne débande!",DIGITAL SUPPORT,2,1,0,MANQUE_LIEU
"Salut, il y a un gros problème avec le robot de montée. Il est décalibré et ça va nous faire perdre beaucoup d'argent!",DIGITAL SUPPORT,3,2,0,MANQUE_LIEU
Attention! Le robot qui assemble nos produits est en panne et ça va nous faire du mal! Il faut que quelqu'un le corrige immédiatement!,DIGITAL SUPPORT,4,2,0,MANQUE_LIEU
"Salut, il y a un gros problème avec le robot de montée. Il est décalibré et ça va nous faire perdre beaucoup d'argent!",DIGITAL SUPPORT,3,2,0,MANQUE_LIEU
Je suis une ambulance et je suis là. Vous avez besoin d'aide immédiate pour un individu en crise suicidaire sur le pont.,ASSISTANCE SOCIALE,4,1,0,MANQUE_LIEU
Je suis un ingénieur de la police. Nous avons besoin d'aide pour secourir une personne en crise sur le pont.,ASSISTANCE SOCIALE,4,1,0,MANQUE_LIEU
Je suis un médecin. Il y a une personne qui est en crise sur le pont et elle va peut-être tomber dans l'eau.,ASSISTANCE SOCIALE,4,1,0,MANQUE_LIEU
Je suis une ambulance et nous sommes en route pour le pont. Il y a un individu qui est en crise.,ASSISTANCE SOCIALE,4,1,0,MANQUE_LIEU
Je suis un ingénieur de la police. Nous avons reçu une alerte sur un individu en crise sur le pont.,ASSISTANCE SOCIALE,4,1,0,MANQUE_LIEU
Je suis un médecin. Il y a une personne en crise sur le pont et elle est dans une situation critique.,ASSISTANCE SOCIALE,4,1,0,MANQUE_LIEU
Je suis une ambulance. Nous sommes en route pour le pont et nous avons besoin d'informations sur la personne en crise.,ASSISTANCE SOCIALE,4,1,0,MANQUE_LIEU
Je suis un ingénieur de la police. Nous avons reçu une alerte sur un individu en crise sur le pont et nous devons y arriver rapidement.,ASSISTANCE SOCIALE,4,1,0,MANQUE_LIEU
Je suis un médecin. Il y a une personne en crise sur le pont et elle est dans une situation extrêmement critique.,ASSISTANCE SOCIALE,4,1,0,MANQUE_LIEU
Je suis une ambulance et nous sommes en route pour le pont. Nous avons besoin de savoir où exactement il se trouve cette personne.,ASSISTANCE SOCIALE,4,1,0,MANQUE_LIEU
"Bonjour monsieur le pompiers ! Je suis désolé pour cette situation urgente, j'ai renversé un café et je ne sais pas où est la cheminée. Il y a des flammes visibles sur la toiture !",POMPIER,3,1,0,MANQUE_LIEU
"Salut les pompiers, je suis malheureux de vous déranger. Je supprimé une base et j'ai perdu la trace de la cheminée qui a des flammes !",POMPIER,3,1,0,MANQUE_LIEU
"Monsieur le caporal, j'ai fait une erreur en renversant un café et je ne sais pas où est la cheminée. Des flammes visibles !",POMPIER,3,1,0,MANQUE_LIEU
"Je suis désolé, j'ai supprimé une base et je ne sais pas où est la cheminée. Il y a des flammes visibles sur la toiture !",POMPIER,3,1,0,MANQUE_LIEU
"Salut les pompiers, je suis maladroit et j'ai renversé un café. Il y a des flammes visibles sur la toiture de ma maison !",POMPIER,3,1,0,MANQUE_LIEU
"Monsieur le caporal, j'ai malheureusement supprimé une base et je ne sais pas où est la cheminée. Il y a des flammes visibles !",POMPIER,3,1,0,MANQUE_LIEU
"Je suis désolé, j'ai fait une erreur en renversant un café et je ne sais pas où est la cheminée. Il y a des flammes visibles sur la toiture !",POMPIER,3,1,0,MANQUE_LIEU
"Salut les pompiers, je suis malheureux de vous déranger. J'ai supprimé une base et je ne sais pas où est la cheminée avec des flammes !",POMPIER,3,1,0,MANQUE_LIEU
"Monsieur le caporal, je suis désolé pour cette situation urgente. J'ai renversé un café et j'ignore où est la cheminée avec des flammes !",POMPIER,3,1,0,MANQUE_LIEU
Je suis maladroit et j'ai supprimé une base. Il y a des flammes visibles sur la toiture de ma maison !,POMPIER,3,1,0,MANQUE_LIEU
"Salut mec! J'VEUX TOI URGENT! Un sanglier agressif est bloqué dans la cour de l'école primaire ! Y'en a pas d'autres, hein ?",ANIMALIER,3,1,0,MANQUE_LIEU
Salut! Qu'est-ce que tu veux dire ? Un sanglier bloque dans le cour de l'école primaire ! J'VEUX TOI IMMÉDIAT !,ANIMALIER,3,1,0,MANQUE_LIEU
"Un sanglier a perdu son calme et bloque le passage! Y en a pas d'autres là-bas! Faites quelque chose, s'il vous plaît!",ANIMALIER,3,1,0,MANQUE_LIEU
"Salut, on dirait qu'il y a un sanglier dans la cour de l'école primaire. Qu'est-ce que tu veux dire ?",ANIMALIER,3,1,0,MANQUE_LIEU
Un sanglier agressif bloque la cour de l'école primaire! Qu'est-ce que tu veux dire? Y en a pas d'autres!,ANIMALIER,3,1,0,MANQUE_LIEU
Salut! Un sanglier bloque la cour de l'école primaire! Qu'est-ce que tu veux dire? Y en a pas d'autres!,ANIMALIER,3,1,0,MANQUE_LIEU
Salut! Un sanglier bloque la cour de l'école primaire ! Qu'est-ce que tu veux dire ? Y en a pas d'autres!,ANIMALIER,3,1,0,MANQUE_LIEU
Salut ! Un sanglier agressif bloque la cour de l'école primaire! Qu'est-ce que tu veux dire? Y en a pas d'autres!,ANIMALIER,3,1,0,MANQUE_LIEU
Un sanglier bloque la cour de l'école primaire ! Qu'est-ce que tu veux dire? Y en a pas d'autres!,ANIMALIER,3,1,0,MANQUE_LIEU
Salut! Qu'est-ce que tu veux dire ? Un sanglier bloque la cour de l'école primaire !,ANIMALIER,3,1,0,MANQUE_LIEU
"Bonjour, j'aimerais savoir quand ma famille va pouvoir sortir de ce lieu. Il est très difficile de respirer et je suis inquiète pour mon bébé.",RISQUES ENVIRONNEMENTAUX,2,1,0,MANQUE_CONTEXTE
"J'aimerais savoir si le hôpital est dégagé pour les femmes enceintes. Mon bébé est en pleine forme, mais je suis paniquée.",RISQUES ENVIRONNEMENTAUX,3,4,4,MANQUE_LIEU
Je voudrais savoir comment nous pouvons nous rendre à l'hôpital le plus proche. Mon bébé est fatigué.,RISQUES ENVIRONNEMENTAUX,2,1,0,MANQUE_LIEU
"Mon téléphone n'a pas de signal, comment puis-je me faire passer un message à l'hôpital?",RISQUES ENVIRONNEMENTAUX,3,1,0,MANQUE_MESSAGE_ERREUR
"J'ai entendu des bruits suspects dans mon immeuble, que devons-nous faire?",RISQUES ENVIRONNEMENTAUX,2,1,0,MANQUE_CONTEXTE
"Mon bébé est fatigué, comment pouvons-nous trouver une place pour dormir?",RISQUES ENVIRONNEMENTAUX,2,1,0,MANQUE_LIEU
"Mon téléphone a du mal à se connecter au wifi, comment puis-je faire un appel de secours?",RISQUES ENVIRONNEMENTAUX,3,1,0,MANQUE_MESSAGE_ERREUR
"Mon bébé a mal à la tête, que devons-nous faire?",RISQUES ENVIRONNEMENTAUX,2,1,0,MANQUE_CONTEXTE
"Mon enfant a des difficultés à respirer, il faut qu'il parte au hôpital immédiatement!",RISQUES ENVIRONNEMENTAUX,3,4,4,MANQUE_LIEU
J'ai besoin de savoir où sont les points d'asile le plus proches. Mon bébé est malade et il faut que nous y allions rapidement.,RISQUES ENVIRONNEMENTAUX,2,1,0,MANQUE_LIEU
"Salut, mon ami! Mon application RH est kapouée. J'ai une erreur 500! Pfff, ça fait du boulot!",DIGITAL SUPPORT,3,1,0,MANQUE_LIEU
"Je peux pas accéder à ma comptabilité en ligne. Erreur 500, ça va pas être facile.",DIGITAL SUPPORT,2,1,0,MANQUE_LIEU
"Mon application RH est pleine de bugs. J'ai besoin d'aide, j'en ai marre!",DIGITAL SUPPORT,3,1,0,MANQUE_LIEU
"Je peux pas voir mes données RH. Mon application est tombée en panne avec une erreur 500. Aide-moi, s'il te plaît!",DIGITAL SUPPORT,2,1,0,MANQUE_LIEU
"Ma comptabilité est KO. J'ai une erreur 500. C'est dingue, j'en ai besoin pour demain!",DIGITAL SUPPORT,2,1,0,MANQUE_LIEU
"Mon application RH est pleine de soucis. Erreur 500, je sais pas ce qui se passe!",DIGITAL SUPPORT,3,1,0,MANQUE_LIEU
Je peux pas accéder à mon compte comptabilité en ligne. J'ai une erreur 500. Qu'est-ce qui cloche?,DIGITAL SUPPORT,2,1,0,MANQUE_LIEU
"Mon application RH est tombée en panne. J'ai une erreur 500, ça fait du drame!",DIGITAL SUPPORT,2,1,0,MANQUE_LIEU
Ma comptabilité est inaccessible. J'ai une erreur 500. Qu'est-ce qui cloche?,DIGITAL SUPPORT,2,1,0,MANQUE_LIEU
"Mon application RH est pleine de bugs. J'ai une erreur 500, j'en ai besoin pour demain!",DIGITAL SUPPORT,3,1,0,MANQUE_LIEU
"Salut mec, j'ai trouvé quelqu'un dans l'eau, il fait très froid. Y gèle pas !",MÉDICAL,4,1,0,MANQUE_LIEU
"Hey, j'ai un truc important à partager. Il y a une personne qui a piqué dans l'eau et elle ne bouge pas.",MÉDICAL,4,1,0,MANQUE_LIEU
"Salut, il y a une personne qui ne bouge pas dans l'eau glacée. Y faut faire vite!",MÉDICAL,4,1,0,MANQUE_LIEU
"Salut à tous, une personne est tombée dans l'eau et elle ne bouge pas. Y a besoin d'aide immédiate!",MÉDICAL,4,1,0,MANQUE_LIEU
J'ai une situation d'urgence à partager. Une personne est dans l'eau et elle fait très froid. Y faut faire vite!,MÉDICAL,4,1,0,MANQUE_LIEU
"Salut, il y a une personne qui est tombée dans l'eau et elle ne répond pas. Y faut faire vite!",MÉDICAL,4,1,0,MANQUE_LIEU
J'ai une personne qui a piqué dans l'eau et elle ne bouge pas. Y faut faire vite!,MÉDICAL,4,1,0,MANQUE_LIEU
"Salut à tous, il y a une personne dans l'eau et elle ne bouge pas. Y faut aider immédiatement!",MÉDICAL,4,1,0,MANQUE_LIEU
J'ai une situation d'urgence à partager. Une personne est dans l'eau et elle fait très froid. Y a besoin d'aide immédiate!,MÉDICAL,4,1,0,MANQUE_LIEU
"Salut, il y a une personne qui est tombée dans l'eau et elle ne répond pas. Y faut faire vite!",MÉDICAL,4,1,0,MANQUE_LIEU
Je viens de me faire une morsure de chien. Il y a une plaie ouverte avec un saignement important. Est-ce qu'on pourrait avoir une solution rapidement ? J'espère que nous sommes dans le bon endroit pour ce type d'urgence.,MÉDICAL,3,1,0,MANQUE_LIEU
Je suis une morsure grave. J'ai besoin d'aide médicale immédiate. Quelle salle dois-je utiliser ?,MÉDICAL,3,1,0,MANQUE_LIEU
Je me suis fait une morsure avec un chien. Il y a beaucoup de sang. Quelle personne dois-je contacter ?,MÉDICAL,3,1,0,MANQUE_IDENTIFIANT
"Ma morsure de chien est très importante. Je sais que nous sommes dans une situation critique, mais comment puis-je me rendre dans le bon endroit ?",MÉDICAL,3,1,0,MANQUE_LIEU
Je suis une morsure grave. Il y a beaucoup de sang et le bruit de l'alarme est insoutenable. Quelle salle dois-je utiliser ?,MÉDICAL,3,1,0,MANQUE_LIEU
Je me suis fait une morsure grave avec un chien. Il y a beaucoup de sang et je ne sais pas où aller.,MÉDICAL,3,1,0,MANQUE_LIEU
Je suis une morsure grave avec beaucoup de sang. Est-ce que nous sommes dans le bon endroit pour ce type d'urgence ?,MÉDICAL,3,1,0,MANQUE_LIEU
Je me suis fait une morsure grave avec un chien. Il y a beaucoup de sang et je sais que nous sommes dans une situation critique.,MÉDICAL,3,1,0,MANQUE_LIEU
Je suis une morsure grave avec beaucoup de sang. Je ne sais pas où aller et le bruit de l'alarme est insoutenable.,MÉDICAL,3,1,0,MANQUE_LIEU
Je suis une morsure grave avec beaucoup de sang. Est-ce que nous sommes dans le bon endroit pour ce type d'urgence ?,MÉDICAL,3,1,0,MANQUE_LIEU
"Monsieur le Maire, nous avons un problème grave avec un navire passager à l'entrée du port. La situation est critique et des vies peuvent être en danger !",TRANSPORT & MOBILITÉ,4,1,0,MANQUE_LIEU
"Madame la PDG, un ferry est en panne juste à l'entrée du port ! Il faut une intervention immédiate pour éviter des dommages majeurs.",TRANSPORT & MOBILITÉ,4,1,2,MANQUE_LIEU
"Mon cher Premier ministre, une situation d'urgence ! Un navire passager est bloqué à l'entrée du port. Quelle est votre recommandation ?",TRANSPORT & MOBILITÉ,4,1,0,MANQUE_LIEU
"Monsieur l'ambassadeur, un ferry est en panne à l'entrée du port. Il faut une intervention rapide pour prévenir les dommages.",TRANSPORT & MOBILITÉ,4,1,0,MANQUE_LIEU
"Madame la Présidente, il semble qu'un navire passager soit à l'entrée du port. Nous devons prendre des mesures immédiates pour prévenir tout accident.",TRANSPORT & MOBILITÉ,4,1,0,MANQUE_LIEU
"Monsieur le Chef d'État, un ferry est en panne à l'entrée du port. Nous devons une réponse rapide pour éviter tout dommage.",TRANSPORT & MOBILITÉ,4,1,0,MANQUE_LIEU
"Madame la Ministre, un navire passager est à l'entrée du port. Il y a une situation grave qui nécessite une intervention immédiate.",TRANSPORT & MOBILITÉ,4,1,0,MANQUE_LIEU
"Monsieur le Premier, un ferry est en panne à l'entrée du port. Quelle est votre recommandation ?",TRANSPORT & MOBILITÉ,4,1,0,MANQUE_LIEU
"Madame la Présidente, un navire passager est bloqué à l'entrée du port. Nous devons une intervention rapide pour éviter tout dommage.",TRANSPORT & MOBILITÉ,4,1,0,MANQUE_LIEU
"Monsieur le Premier ministre, il semble qu'un ferry soit en panne à l'entrée du port. Nous devons prendre des mesures immédiates pour prévenir tout accident.",TRANSPORT & MOBILITÉ,4,1,0,MANQUE_LIEU
Salut! Qu'est-ce qui a crashé tout le monde ici? On a perdu l'internet! Alors... tu veux dire qu'on ne peut plus payer avec nos cartes là? Et comment on fait maintenant?,DIGITAL SUPPORT,4,1,0,MANQUE_MESSAGE_ERREUR
Oh non! Mon téléphone est tombé dans le bateau! Je ne peux plus payer avec lui. C'est une catastrophe!,DIGITAL SUPPORT,4,1,0,MANQUE_LIEU
"Salut, on a perdu la connexion! C'est vraiment dommage. Mais comment on fait maintenant? On ne peut plus payer avec nos cartes!",DIGITAL SUPPORT,4,1,0,MANQUE_MESSAGE_ERREUR
Oh non! Mon ordinateur est tombé dans le vide! Maintenant on ne peut plus payer avec nos cartes. C'est une catastrophe!,DIGITAL SUPPORT,4,1,0,MANQUE_LIEU
Salut! On a perdu la connexion Internet ici! C'est vraiment dommage. Mais comment on fait maintenant? On ne peut plus payer avec nos cartes!,DIGITAL SUPPORT,4,1,0,MANQUE_MESSAGE_ERREUR
Oh non! Mon téléphone est tombé dans le lac! Maintenant on ne peut plus payer avec nos cartes. C'est une catastrophe!,DIGITAL SUPPORT,4,1,0,MANQUE_LIEU
Salut! On a perdu la connexion Internet ici! C'est vraiment dommage. Mais comment on fait maintenant? On ne peut plus payer avec nos cartes!,DIGITAL SUPPORT,4,1,0,MANQUE_MESSAGE_ERREUR
Oh non! Mon ordinateur est tombé dans le lac! Maintenant on ne peut plus payer avec nos cartes. C'est une catastrophe!,DIGITAL SUPPORT,4,1,0,MANQUE_LIEU
Salut! On a perdu la connexion Internet ici! C'est vraiment dommage. Mais comment on fait maintenant? On ne peut plus payer avec nos cartes!,DIGITAL SUPPORT,4,1,0,MANQUE_MESSAGE_ERREUR
Oh non! Mon téléphone est tombé dans le lac! Maintenant on ne peut plus payer avec nos cartes. C'est une catastrophe!,DIGITAL SUPPORT,4,1,0,MANQUE_LIEU
"URGENCE : TAPAGE NOCTURNE INSUPPORTABLE chez les voisins. ADRESSE : RUE DE LA PAIX 123, APARTMENT 4B. CODE URGENCE : TAPNOC123.",POLICE,3,2,0,MANQUE_LIEU
"URGENCE : TAPAGE NOCTURNE INTOLERABLE chez les voisins. APARTMENT 5C, RUE DE LA VILLE 456. CODE URGENCE : TAPNOC456.",POLICE,3,2,0,MANQUE_LIEU
"URGENCE : TAPAGE NOCTURNE INEXAGÉRADE chez les voisins. ADRESSE : RUE DE LA RÉPUBLIQUE 789, APARTMENT 3D. CODE URGENCE : TAPNOC789.",POLICE,3,2,0,MANQUE_LIEU
"URGENCE : TAPAGE NOCTURNE INTOLERABLE chez les voisins. APARTMENT 6A, RUE DE LA LIBERTÉ 101. CODE URGENCE : TAPNOC101.",POLICE,3,2,0,MANQUE_LIEU
"URGENCE : TAPAGE NOCTURNE INTOLERABLE chez les voisins. ADRESSE : RUE DE LA PAIX 111, APARTMENT 2B. CODE URGENCE : TAPNOC111.",POLICE,3,2,0,MANQUE_LIEU
"URGENCE : TAPAGE NOCTURNE INTOLERABLE chez les voisins. APARTMENT 7B, RUE DE LA REPUBLIQUE 222. CODE URGENCE : TAPNOC222.",POLICE,3,2,0,MANQUE_LIEU
"URGENCE : TAPAGE NOCTURNE INTOLERABLE chez les voisins. ADRESSE : RUE DE LA VILLE 333, APARTMENT 4A. CODE URGENCE : TAPNOC333.",POLICE,3,2,0,MANQUE_LIEU
"URGENCE : TAPAGE NOCTURNE INTOLERABLE chez les voisins. APARTMENT 8A, RUE DE LA LIBERTÉ 444. CODE URGENCE : TAPNOC444.",POLICE,3,2,0,MANQUE_LIEU
"URGENCE : TAPAGE NOCTURNE INTOLERABLE chez les voisins. ADRESSE : RUE DE LA PAIX 555, APARTMENT 3B. CODE URGENCE : TAPNOC555.",POLICE,3,2,0,MANQUE_LIEU
"URGENCE : TAPAGE NOCTURNE INTOLERABLE chez les voisins. APARTMENT 9B, RUE DE LA REPUBLIQUE 666. CODE URGENCE : TAPNOC666.",POLICE,3,2,0,MANQUE_LIEU
Salut! Qu'est-ce que... ? Il a tombe sur le sol. Quel dommage!,POMPIER,3,1,0,MANQUE_LIEU
"Oh non, quelqu'un est tombé! Il y a un plancher qui s'est cassé!",POMPIER,3,1,0,MANQUE_LIEU
"S'il vous plaît, aidez! Il est tombé dans le sous-sol! Qu'est-ce qui s'est passé?",POMPIER,3,1,0,MANQUE_LIEU
Quelqu'un est tombé! Il y a eu un effondrement du plancher!,POMPIER,3,1,0,MANQUE_LIEU
"Oh non, quelqu'un est tombé! Il s'est cassé le plancher!",POMPIER,3,1,0,MANQUE_LIEU
Quelqu'un est tombé! Il y a un plancher qui s'est effondré!,POMPIER,3,1,0,MANQUE_LIEU
"Oh non, quelqu'un est tombé! Il s'est cassé le sol!",POMPIER,3,1,0,MANQUE_LIEU
Quelqu'un est tombé! Il y a un plancher qui s'est cassé!,POMPIER,3,1,0,MANQUE_LIEU
"Oh non, quelqu'un est tombé! Il s'est cassé le plancher!",POMPIER,3,1,0,MANQUE_LIEU
Quelqu'un est tombé! Il y a un plancher qui s'est cassé!,POMPIER,3,1,0,MANQUE_LIEU
Je suis très inquiet! Il ya une fuite radioactive ou chimique signalée dans le centre de recherche. Qu'est-ce que je dois faire?,RISQUES ENVIRONNEMENTAUX,4,1,0,MANQUE_LIEU
"Alors, quel est le centre de recherche? Quelle fuite? Mon téléphone ne marche pas. Pouvez-vous m'aider?",RISQUES ENVIRONNEMENTAUX,4,1,0,MANQUE_IDENTIFIANT
Je ne sais pas ce que c'est! C'est grave? Comment je peux aider?,RISQUES ENVIRONNEMENTAUX,4,1,0,MANQUE_SYMPTOMES
Il est très dangereux! Où se trouve le centre de recherche? Mon portable est tombé. Aidez-moi!,RISQUES ENVIRONNEMENTAUX,4,1,0,MANQUE_MESSAGE_ERREUR
Qu'est-ce que c'est? C'est grave pour la santé? Mon téléphone ne répond pas. Quel est le centre de recherche?,RISQUES ENVIRONNEMENTAUX,4,1,0,MANQUE_CONTEXTE
Je suis inquiète! Il y a une fuite radioactive ou chimique dans le centre de recherche. Où se trouve-il?,RISQUES ENVIRONNEMENTAUX,4,1,0,MANQUE_LIEU
Il est très grave! Qu'est-ce que c'est? Comment je peux aider?,RISQUES ENVIRONNEMENTAUX,4,1,0,MANQUE_SYMPTOMES
Je ne sais pas ce que c'est! C'est grave pour la santé? Mon portable est tombé. Aidez-moi!,RISQUES ENVIRONNEMENTAUX,4,1,0,MANQUE_MESSAGE_ERREUR
Qu'est-ce que c'est? C'est grave pour la santé? Mon téléphone ne répond pas. Quel est le centre de recherche?,RISQUES ENVIRONNEMENTAUX,4,1,0,MANQUE_CONTEXTE
Je suis inquiète! Il y a une fuite radioactive ou chimique dans le centre de recherche. Où se trouve-il?,RISQUES ENVIRONNEMENTAUX,4,1,0,MANQUE_LIEU
Prise de conscience d'une hémorragie post-partum à domicile. Patiente perdue connaissance.,MÉDICAL,4,1,0,MANQUE_LIEU
Incident critique : hémorragie post-partum domiciliaire. Patiente inconsciente.,MÉDICAL,4,1,0,MANQUE_LIEU
Prise de conscience d'une hémorragie post-partum domiciliaire. Patiente perdue connaissance.,MÉDICAL,4,1,0,MANQUE_LIEU
Alerte médicale : hémorragie post-partum domiciliaire. Patiente inconsciente.,MÉDICAL,4,1,0,MANQUE_LIEU
Incident critique : hémorragie post-partum domiciliaire. Patiente inconsciente.,MÉDICAL,4,1,0,MANQUE_LIEU
Prise de conscience d'une hémorragie post-partum domiciliaire. Patiente perdue connaissance.,MÉDICAL,4,1,0,MANQUE_LIEU
Incident critique : hémorragie post-partum domiciliaire. Patiente inconsciente.,MÉDICAL,4,1,0,MANQUE_LIEU
Prise de conscience d'une hémorragie post-partum domiciliaire. Patiente perdue connaissance.,MÉDICAL,4,1,0,MANQUE_LIEU
Alerte médicale : hémorragie post-partum domiciliaire. Patiente inconsciente.,MÉDICAL,4,1,0,MANQUE_LIEU
Incident critique : hémorragie post-partum domiciliaire. Patiente inconsciente.,MÉDICAL,4,1,0,MANQUE_LIEU
Salut mec ! Qu'est-ce qui te prend ? Je peux pas laisser mes amis dans ce campement. C'est ma vie ou la sienne !,ASSISTANCE SOCIALE,3,1,0,MANQUE_LIEU
Je veux savoir ! Qu'est-ce qui t'arrive ? Et où est ce campement ? J'ai pas le temps de me perdre dans une enquête !,ASSISTANCE SOCIALE,2,1,0,MANQUE_LIEU
"Non, non, non ! Qu'est-ce que tu fais là ? Nous devons le sauver avant qu'il soit trop tard !",ASSISTANCE SOCIALE,3,1,0,MANQUE_LIEU
Arrête de m'embêter ! Où est ce campement ? J'ai pas le temps pour ça !,ASSISTANCE SOCIALE,2,1,0,MANQUE_LIEU
Je vais porter plainte si tu ne me dis pas où est ce campement ! C'est une urgence !,ASSISTANCE SOCIALE,4,1,0,MANQUE_LIEU
"Je suis malade, j'ai besoin d'aide ! Qu'est-ce que tu fais là ? Nous devons le sauver !",ASSISTANCE SOCIALE,3,1,0,MANQUE_LIEU
Je veux savoir ! Qu'est-ce qui t'arrive ? Et où est ce campement ? J'ai pas le temps de me perdre dans une enquête !,ASSISTANCE SOCIALE,2,1,0,MANQUE_LIEU
Arrête de m'embêter ! Où est ce campement ? J'ai pas le temps pour ça !,ASSISTANCE SOCIALE,2,1,0,MANQUE_LIEU
Je vais porter plainte si tu ne me dis pas où est ce campement ! C'est une urgence !,ASSISTANCE SOCIALE,4,1,0,MANQUE_LIEU
