texte,domaine,severite,impact,cible,friction
Coulée de boue sur la route !,RISQUES ENVIRONNEMENTAUX,3,1,0,MANQUE_LIEU
Coulée de boue dans la rue.,RISQUES ENVIRONNEMENTAUX,4,1,0,MANQUE_LIEU
Suis pas sûr de bien voir.,RISQUES ENVIRONNEMENTAUX,2,1,0,MANQUE_CONTEXTE
Mon chien est perdu!,ANIMALIER,4,1,0,MANQUE_LIEU
Une tigresse m'attaque!,ANIMALIER,4,1,0,MANQUE_LIEU
Un ours se rapproche!,ANIMALIER,4,1,0,MANQUE_LIEU
Mon animal est blessé!,ANIMALIER,3,2,2,MANQUE_LIEU
Serveur offline.,NON_URGENT,1,1,0,MANQUE_LIEU
Déconnexion du réseau.,NON_URGENT,2,1,0,MANQUE_LIEU
Mauvaise connexion internet.,NON_URGENT,3,2,0,MANQUE_LIEU
La voix n'est pas claire.,NON_URGENT,1,1,0,MANQUE_LIEU
Problème avec le microphone.,NON_URGENT,2,1,0,MANQUE_LIEU
Alerte infarctus !,MÉDICAL,4,1,0,MANQUE_LIEU
Patient suspecté d'infarctus !,MÉDICAL,3,2,0,MANQUE_LIEU
"Infarctus, aide immédiate !",MÉDICAL,4,1,0,MANQUE_LIEU
"Patient en danger, infarctus !",MÉDICAL,3,2,0,MANQUE_LIEU
"Infarctus suspecté, aide !",MÉDICAL,4,1,0,MANQUE_LIEU
Serveur hacké ?,CYBERSÉCURITÉ,4,1,0,MANQUE_LIEU
Faux numéro ?,CYBERSÉCURITÉ,2,1,0,MANQUE_LIEU
Problème de connexion ?,CYBERSÉCURITÉ,3,1,0,MANQUE_LIEU
Serveur hors ligne ?,CYBERSÉCURITÉ,4,1,0,MANQUE_LIEU
Intrusion sur le serveur ?,CYBERSÉCURITÉ,4,1,0,MANQUE_LIEU
Accès illégal au serveur.,CYBERSÉCURITÉ,4,3,2,MANQUE_LIEU
Virus sur le serveur.,CYBERSÉCURITÉ,4,3,2,MANQUE_CONTEXTE
DDoS sur le réseau.,CYBERSÉCURITÉ,4,3,2,MANQUE_LIEU
Houla ! Quelqu'un là-bas ?,POLICE,4,1,0,MANQUE_LIEU
Police ! Mon téléphone a perdu la connexion.,POLICE,3,2,0,MANQUE_CONTEXTE
"Aidez-moi, j'ai peur !",POLICE,4,1,0,MANQUE_LIEU
"Je suis perdu, quelqu'un m'a agressé.",POLICE,3,2,0,MANQUE_LIEU
Police ! Mon téléphone ne fonctionne plus.,POLICE,4,1,0,MANQUE_CONTEXTE
Au gaz,POMPIER,4,2,2,MANQUE_CONTEXTE
Fuite suspecte,POMPIER,3,3,4,MANQUE_LIEU
Appel urgent,POMPIER,2,2,0,MANQUE_CONTEXTE
Gaz suspect,POMPIER,4,1,0,MANQUE_LIEU
Incident électrique majeur - Urgent,ÉNERGIE & INFRASTRUCTURES,4,3,2,MANQUE_CONTEXTE
Perte d'électricité - Prioritaire,ÉNERGIE & INFRASTRUCTURES,3,4,0,MANQUE_LIEU
Blackout - Coupure urgente,ÉNERGIE & INFRASTRUCTURES,4,2,0,MANQUE_CONTEXTE
Blackout total - Urgent,ÉNERGIE & INFRASTRUCTURES,4,3,0,MANQUE_CONTEXTE
Aide! Mon ordinateur est bloqué!,CYBERSÉCURITÉ,4,3,2,MANQUE_LIEU
Ma maison est piratée!,CYBERSÉCURITÉ,4,3,2,MANQUE_LIEU
Mon jeu est verrouillé!,CYBERSÉCURITÉ,4,3,2,MANQUE_LIEU
Aide pour animal!,ANIMALIER,3,2,4,MANQUE_CONTEXTE
Attaque Ransomware,CYBERSÉCURITÉ,4,1,0,MANQUE_LIEU
Ransomware alerté,CYBERSÉCURITÉ,4,1,0,MANQUE_LIEU
Ransomware détecté,CYBERSÉCURITÉ,4,1,0,MANQUE_LIEU
Aide immédiate pont.,ASSISTANCE SOCIALE,4,1,0,MANQUE_LIEU
"Suicide pont, aide rapide.",ASSISTANCE SOCIALE,4,1,0,MANQUE_LIEU
"Ménace suicide pont, aide.",ASSISTANCE SOCIALE,4,1,0,MANQUE_LIEU
Appel d'urgence pont suicide.,ASSISTANCE SOCIALE,4,1,0,MANQUE_LIEU
Aide immédiate pour l'animal!,ANIMALIER,4,1,0,MANQUE_LIEU
Maltraitance flagrante! Urgent!,ANIMALIER,3,2,0,MANQUE_IDENTIFIANT
Animal en détresse. Aide immédiate!,ANIMALIER,4,1,0,MANQUE_LIEU
Aide pour l'animal en détresse!,ANIMALIER,4,1,0,MANQUE_LIEU
Confirmation fuite gaz. Envoyez pompiers immédiatement.,POMPIER,4,1,0,MANQUE_LIEU
Fuite suspecte. Locateur nécessaire.,POMPIER,3,2,2,MANQUE_LIEU
Gaz fuit. Coordonnez équipe d'urgence.,POMPIER,4,1,0,MANQUE_LIEU
Fuite de gaz confirmée. Préparez réponses.,POMPIER,4,1,0,MANQUE_LIEU
Mon chien a couru. Il est où ?,ANIMALIER,3,2,4,MANQUE_LIEU
"Chien effrayé, où est-il ?",ANIMALIER,3,2,4,MANQUE_LIEU
"Chien fuite, aidez-moi !",ANIMALIER,4,1,0,MANQUE_LIEU
"Pizza fausse, aidez-moi vite!",NON_URGENT,1,1,0,MANQUE_LIEU
"Erreur commande pizza, quel dommage!",NON_URGENT,1,1,0,MANQUE_LIEU
"Pizzeria erreur, désolé pour le malentendu.",NON_URGENT,1,1,0,MANQUE_LIEU
"Commande pizza, quel est le bon plan?",NON_URGENT,1,1,0,MANQUE_LIEU
Bus retardé ?,NON_URGENT,4,1,0,MANQUE_LIEU
"Bus tardé, aidez-moi",NON_URGENT,3,1,0,MANQUE_LIEU
"Retard bus, aidez-moi",NON_URGENT,3,1,0,MANQUE_LIEU
Rixe urbaine reportée. Localisation requise.,POLICE,2,2,4,MANQUE_LIEU
Intervention nécessaire à l'emplacement X. Risque accru.,POLICE,3,3,2,MANQUE_LIEU
Rixe urbaine à l'emplacement Y. Situtation critique.,POLICE,4,3,2,MANQUE_LIEU
Intervention requise à l'emplacement Z. Rixe urbaine.,POLICE,2,2,4,MANQUE_LIEU
Blackout total. Urgent.,ÉNERGIE & INFRASTRUCTURES,4,1,0,MANQUE_LIEU
No power. Please help!,ÉNERGIE & INFRASTRUCTURES,3,2,4,MANQUE_CONTEXTE
Hospital blackout. Need immediate assistance.,ÉNERGIE & INFRASTRUCTURES,4,3,2,MANQUE_LIEU
Total darkness at hospital. Call for help!,ÉNERGIE & INFRASTRUCTURES,4,2,0,MANQUE_CONTEXTE
Blackout at hospital. Need quick fix.,ÉNERGIE & INFRASTRUCTURES,3,1,4,MANQUE_LIEU
Coupure total,ÉNERGIE & INFRASTRUCTURES,4,3,2,MANQUE_IDENTIFIANT
Chimique nuageux sur la route!,RISQUES ENVIRONNEMENTAUX,4,2,0,MANQUE_LIEU
Gaz lourd partout!,RISQUES ENVIRONNEMENTAUX,3,1,4,MANQUE_CONTEXTE
Dégâts chimiques en cours!,RISQUES ENVIRONNEMENTAUX,3,2,2,MANQUE_LIEU
Chimie noire sur la chaussée!,RISQUES ENVIRONNEMENTAUX,2,1,4,MANQUE_LIEU
Gaz de ville everywhere!,RISQUES ENVIRONNEMENTAUX,3,2,0,MANQUE_CONTEXTE
"S'il vous plaît, donne l'heure.",NON_URGENT,1,1,0,MANQUE_LIEU
Quel est le temps aujourd'hui?,NON_URGENT,1,1,0,MANQUE_LIEU
Peux-tu me dire la date?,NON_URGENT,1,1,0,MANQUE_LIEU
Quelle est la température?,NON_URGENT,1,1,0,MANQUE_LIEU
Quelle est l'heure?,NON_URGENT,1,1,0,MANQUE_LIEU
Braouhaha,MÉDICAL,3,2,2,MANQUE_IDENTIFIANT
Siffler fort,MÉDICAL,4,1,0,MANQUE_LIEU
Essoufflement,MÉDICAL,2,3,4,MANQUE_CONTEXTE
"Égouts débordant, aide immédiate!",SERVICES URBAINS,4,3,0,MANQUE_CONTEXTE
"Ville pleine de boue, aide rapidement!",SERVICES URBAINS,4,2,0,MANQUE_LIEU
SOS égouts débordants! Urgent!,SERVICES URBAINS,4,1,0,MANQUE_CONTEXTE
"Boue dans la rue, aide vite!",SERVICES URBAINS,4,1,0,MANQUE_LIEU
"Papa, bus tardie!",NON_URGENT,1,1,0,MANQUE_LIEU
"Mama, bus pas là!",NON_URGENT,1,1,0,MANQUE_LIEU
Bus ne viendra pas?,NON_URGENT,1,1,0,MANQUE_LIEU
Pouvez-vous venir m'aider?,NON_URGENT,1,1,0,MANQUE_LIEU
Bus n'est pas là.,NON_URGENT,1,1,0,MANQUE_LIEU
Incendie HS !,SERVICES URBAINS,4,1,0,MANQUE_LIEU
Feu tricolore HS!,SERVICES URBAINS,4,1,0,MANQUE_LIEU
Serveur pris,CYBERSÉCURITÉ,4,1,0,MANQUE_LIEU
Intrusion détectée,CYBERSÉCURITÉ,3,2,2,MANQUE_SYMPTOMES
Fuite de données,CYBERSÉCURITÉ,4,4,0,MANQUE_CONTEXTE
DDoS imminent,CYBERSÉCURITÉ,3,3,2,MANQUE_LIEU
Sauvons les vieilles routes!,SERVICES URBAINS,4,3,2,MANQUE_LIEU
Plombier urgence!,SERVICES URBAINS,3,4,0,MANQUE_CONTEXTE
"Bougeons, ça déborde!",SERVICES URBAINS,2,3,4,MANQUE_LIEU
Arrêtez-le avant qu'il s'écrabouille!,SERVICES URBAINS,4,2,0,MANQUE_LIEU
Ça va exploser!,SERVICES URBAINS,3,1,2,MANQUE_CONTEXTE
Bus en retard ?,NON_URGENT,1,1,0,MANQUE_LIEU
Arrivée ?,NON_URGENT,1,1,0,MANQUE_LIEU
Bus à l'arrêt ?,NON_URGENT,1,1,0,MANQUE_LIEU
Bus ne vient pas ?,NON_URGENT,1,1,0,MANQUE_LIEU
DNS server not responding,DIGITAL SUPPORT,3,2,0,MANQUE_CONTEXTE
DNS server offline,DIGITAL SUPPORT,3,2,0,MANQUE_CONTEXTE
Trou béant !,SERVICES URBAINS,4,1,0,MANQUE_LIEU
"Route en panne, aide !",SERVICES URBAINS,3,2,0,MANQUE_LIEU
Trou dans la rue ! Quelqu'un aide ?,SERVICES URBAINS,4,1,0,MANQUE_LIEU
"Trou béant, route fermée !",SERVICES URBAINS,4,1,0,MANQUE_LIEU
Le disque est plein!,CYBERSÉCURITÉ,4,1,0,MANQUE_LIEU
Ransomware sur mon ordinateur!,CYBERSÉCURITÉ,4,2,2,MANQUE_CONTEXTE
Je perds mon fichier important!,CYBERSÉCURITÉ,3,2,2,MANQUE_LIEU
Qu'est-ce que ransomware?,CYBERSÉCURITÉ,4,1,0,MANQUE_CONTEXTE
J'ai une coupure profonde!,MÉDICAL,3,2,4,MANQUE_LIEU
Ma joue saigne beaucoup.,MÉDICAL,2,1,4,MANQUE_CONTEXTE
"Je suis blessé, aide-moi!",MÉDICAL,4,1,0,MANQUE_LIEU
J'ai du sang partout.,MÉDICAL,3,2,4,MANQUE_CONTEXTE
Je suis tombé et je ne vais pas bien.,MÉDICAL,3,2,4,MANQUE_LIEU
ADAPTATION IMMEDIATE URGENCE,ASSISTANCE SOCIALE,4,1,0,MANQUE_LIEU
RELAIS IMMÉDIAT,ASSISTANCE SOCIALE,3,2,4,MANQUE_LIEU
EVALUATION RAPIDE NÉCESSAIRE,ASSISTANCE SOCIALE,3,2,4,MANQUE_LIEU
RELAIS ASSURÉ,ASSISTANCE SOCIALE,2,1,0,MANQUE_LIEU
RELAIS HYPOTHERMIE,ASSISTANCE SOCIALE,2,1,0,MANQUE_LIEU
"Fuite de données, quelqu'un aide ?",CYBERSÉCURITÉ,4,2,0,MANQUE_LIEU
Données volées ! Urgent ?,CYBERSÉCURITÉ,3,1,0,MANQUE_LIEU
Accès illégal aux données !,CYBERSÉCURITÉ,4,3,0,MANQUE_LIEU
Mes données ont disparu !,CYBERSÉCURITÉ,2,1,0,MANQUE_LIEU
"Données compromises, quelqu'un !",CYBERSÉCURITÉ,3,2,0,MANQUE_LIEU
Alerte : boue sur le trottoir !,RISQUES ENVIRONNEMENTAUX,4,1,0,MANQUE_LIEU
"Boue sur le chemin, aidez !",RISQUES ENVIRONNEMENTAUX,4,1,0,MANQUE_LIEU
"Boue sur la route, quelle taille !",RISQUES ENVIRONNEMENTAUX,4,1,0,MANQUE_LIEU
Commande pizza ?,NON_URGENT,1,1,0,MANQUE_LIEU
Pizza livraison trop longue ?,NON_URGENT,1,1,0,MANQUE_LIEU
Livreur mauvais ?,NON_URGENT,1,1,0,MANQUE_LIEU
Personne suspectée de rôdage dangereux.,POLICE,4,1,0,MANQUE_LIEU
Individu inconnu rôde avec objet potentiellement dangereux.,POLICE,4,1,0,MANQUE_LIEU
"Suspect rôde près de la voie ferrée, potentiellement dangereux.",POLICE,4,1,0,MANQUE_LIEU
"Individu suspect rôde dans les rues, potentiellement dangereux.",POLICE,4,1,0,MANQUE_LIEU
Serveur DNS inaccessible.,DIGITAL SUPPORT,4,1,0,MANQUE_LIEU
"DNS down, aide-urgent.",DIGITAL SUPPORT,3,2,4,MANQUE_IDENTIFIANT
Problème DNS critique.,DIGITAL SUPPORT,4,3,2,MANQUE_CONTEXTE
"DNS KO, urgent!",DIGITAL SUPPORT,4,1,0,MANQUE_LIEU
Réseau principal coupé,DIGITAL SUPPORT,4,2,0,MANQUE_LIEU
Liaison internet perdue,DIGITAL SUPPORT,3,1,0,MANQUE_CONTEXTE
Problème d'accès serveur,DIGITAL SUPPORT,2,3,0,MANQUE_LIEU
Réseau local interrompu,DIGITAL SUPPORT,4,2,0,MANQUE_LIEU
Problème de connectivité internet,DIGITAL SUPPORT,3,1,0,MANQUE_CONTEXTE
"Désolé, je suis occupé à regarder la télé.",ÉNERGIE & INFRASTRUCTURES,1,1,0,MANQUE_CONTEXTE
"J'ai cassé mon ongle, désolé pour le dérangement.",ÉNERGIE & INFRASTRUCTURES,1,1,0,MANQUE_CONTEXTE
"Désolé, je suis en train de regarder un film d'action.",ÉNERGIE & INFRASTRUCTURES,1,1,0,MANQUE_CONTEXTE
On va devoir,DIGITAL SUPPORT,2,1,0,MANQUE_LIEU
Aide ! Un individu rôde dangereusement.,POLICE,4,1,0,MANQUE_LIEU
Panique ! Un intrus circule rapidement.,POLICE,4,1,0,MANQUE_LIEU
Emergences ! Un individu non identifié est dans la rue.,POLICE,4,1,0,MANQUE_LIEU
Alerte ! Un intrus suspect est actif.,POLICE,4,1,0,MANQUE_LIEU
URGENT ! Un individu en danger rôde.,POLICE,4,1,0,MANQUE_LIEU
"Blackout total, urgente.",ÉNERGIE & INFRASTRUCTURES,4,2,2,MANQUE_CONTEXTE
"Perte d'électricité, hôpital.",ÉNERGIE & INFRASTRUCTURES,3,3,4,MANQUE_LIEU
Problème majeur hôpital.,ÉNERGIE & INFRASTRUCTURES,2,4,0,MANQUE_CONTEXTE
"Blackout total, urgence critique.",ÉNERGIE & INFRASTRUCTURES,4,3,2,MANQUE_LIEU
Problème d'électricité grave hôpital.,ÉNERGIE & INFRASTRUCTURES,2,4,0,MANQUE_CONTEXTE
Mon vaisseau a été détruit!,NON_URGENT,1,1,0,MANQUE_LIEU
Alien invader spotted!,NON_URGENT,1,1,0,MANQUE_LIEU
Need ammo refills!,NON_URGENT,1,1,0,MANQUE_LIEU
Fuel running low!,NON_URGENT,1,1,0,MANQUE_LIEU
Incoming attack imminent!,NON_URGENT,1,1,0,MANQUE_LIEU
Intervention immédiate requise,ANIMALIER,4,1,0,MANQUE_LIEU
"Animaux en détresse, aide nécessaire",ANIMALIER,3,2,4,MANQUE_IDENTIFIANT
Maltraitance flagrante constatée,ANIMALIER,4,1,0,MANQUE_LIEU
Résultats d'examen non transmis,ANIMALIER,3,2,4,MANQUE_MESSAGE_ERREUR
Animaux sous surveillance immédiate,ANIMALIER,4,1,0,MANQUE_LIEU
Chien dangereux dans ma rue !,ANIMALIER,4,3,0,MANQUE_LIEU
Mon chien a mangé les chiens voisins !,ANIMALIER,4,3,0,MANQUE_LIEU
"Chien errant, quelqu'un l'a vu ?",ANIMALIER,2,2,0,MANQUE_LIEU
Mon chien a détruit mon jardin !,ANIMALIER,3,2,0,MANQUE_LIEU
Individu rôdant dangereusement dans la rue principale.,POLICE,4,1,0,MANQUE_LIEU
Personne suspectée d'activité criminelle dans le quartier.,POLICE,4,1,0,MANQUE_LIEU
Individu suspecté d'avoir des armes dans la zone.,POLICE,4,1,0,MANQUE_LIEU
"Personne aboyant en pleine rue, appeler les pompiers.",POLICE,4,1,0,MANQUE_LIEU
"Individu étranger, appeler la police immédiatement.",POLICE,4,1,0,MANQUE_LIEU
Enfant dans pont. Urgent.,ASSISTANCE SOCIALE,4,2,4,MANQUE_LIEU
Aide immédiate pont danger.,ASSISTANCE SOCIALE,3,2,4,MANQUE_LIEU
Enfant seul pont. Risque élevé.,ASSISTANCE SOCIALE,4,2,4,MANQUE_LIEU
Situation critique pont. Appel urgent.,ASSISTANCE SOCIALE,4,2,4,MANQUE_LIEU
Enfant menacé pont. Action immédiate.,ASSISTANCE SOCIALE,4,2,4,MANQUE_LIEU
Pylone effondré! Urgent!,ÉNERGIE & INFRASTRUCTURES,4,1,0,MANQUE_LIEU
Alerte pylone! Vite!,ÉNERGIE & INFRASTRUCTURES,4,1,0,MANQUE_LIEU
Pylone cassé! Réagissez!,ÉNERGIE & INFRASTRUCTURES,4,1,0,MANQUE_LIEU
Pylone tombé! Danger!,ÉNERGIE & INFRASTRUCTURES,4,1,0,MANQUE_LIEU
Effondrement pylone! Urgent!,ÉNERGIE & INFRASTRUCTURES,4,1,0,MANQUE_LIEU
Rixe dans quartier centre-ville.,POLICE,4,2,0,MANQUE_LIEU
Appel urgent : rixe rue Principal.,POLICE,3,1,2,MANQUE_CONTEXTE
Rixe dans les rues du quartier.,POLICE,4,1,0,MANQUE_LIEU
Rixe à l'école secondaire près de la rue Elm.,POLICE,4,1,0,MANQUE_LIEU
"Enfant seul dans rue, appelle police",SERVICES URBAINS,4,1,0,MANQUE_LIEU
"Feu tricolores HS, appelle pompiers",SERVICES URBAINS,4,1,0,MANQUE_LIEU
"Enfant perdu, aide-moi",SERVICES URBAINS,4,1,0,MANQUE_LIEU
"Feu tricolores HS, appel urgent",SERVICES URBAINS,4,1,0,MANQUE_LIEU
"Enfant seul, appelle police",SERVICES URBAINS,4,1,0,MANQUE_LIEU
Réseau coupé à mon bureau.,DIGITAL SUPPORT,4,1,0,MANQUE_LIEU
"No signal, impossible de travailler.",DIGITAL SUPPORT,3,2,4,MANQUE_CONTEXTE
Internet ne fonctionne pas chez moi.,DIGITAL SUPPORT,4,1,0,MANQUE_LIEU
"Network down, need help fast!",DIGITAL SUPPORT,3,2,4,MANQUE_CONTEXTE
"Réseau inaccessible, urgent.",DIGITAL SUPPORT,4,1,0,MANQUE_LIEU
"TGV bloqué, où est le service ?",TRANSPORT & MOBILITÉ,4,1,0,MANQUE_LIEU
"Train immobilisé, aide immédiate!",TRANSPORT & MOBILITÉ,4,2,4,MANQUE_CONTEXTE
"Problème TGV, où va-t-on ?",TRANSPORT & MOBILITÉ,3,2,4,MANQUE_LIEU
"Train bloqué, aide rapidement!",TRANSPORT & MOBILITÉ,4,1,0,MANQUE_CONTEXTE
"TGV immobilisé, quel service ?",TRANSPORT & MOBILITÉ,4,2,4,MANQUE_LIEU
Au feu,SERVICES URBAINS,4,1,0,MANQUE_LIEU
Incendie,SERVICES URBAINS,4,1,0,MANQUE_LIEU
Serveur hacké. Contactez-moi !,CYBERSÉCURITÉ,4,3,2,MANQUE_CONTEXTE
"Aidez-moi, mon serveur est pris !",CYBERSÉCURITÉ,3,2,0,MANQUE_LIEU
Serveur crashé. Urgent !,CYBERSÉCURITÉ,4,3,2,MANQUE_CONTEXTE
Inondation rapide,RISQUES ENVIRONNEMENTAUX,4,1,0,MANQUE_LIEU
À l'aide immédiate,RISQUES ENVIRONNEMENTAUX,3,2,2,MANQUE_CONTEXTE
Le niveau a monté,RISQUES ENVIRONNEMENTAUX,2,3,4,MANQUE_LIEU
Ça saigne !,RISQUES ENVIRONNEMENTAUX,1,4,0,MANQUE_IDENTIFIANT
Vite police,RISQUES ENVIRONNEMENTAUX,5,1,0,MANQUE_LIEU
SDF hypothermie,ASSISTANCE SOCIALE,4,1,0,MANQUE_LIEU
Hôpital éteint !,ÉNERGIE & INFRASTRUCTURES,4,1,0,MANQUE_LIEU
Problème avec l'électricité !,ÉNERGIE & INFRASTRUCTURES,3,2,0,MANQUE_LIEU
Hôpital en panne !,ÉNERGIE & INFRASTRUCTURES,4,1,0,MANQUE_LIEU
Perte d'électricité!,ÉNERGIE & INFRASTRUCTURES,2,3,0,MANQUE_LIEU
Hôpital sans courant !,ÉNERGIE & INFRASTRUCTURES,4,1,0,MANQUE_LIEU
Network down,DIGITAL SUPPORT,3,1,0,MANQUE_LIEU
Hémorragie sévère à l'abdomen.,MÉDICAL,4,1,0,MANQUE_LIEU
Patient à l'hôpital avec hémorragie.,MÉDICAL,4,1,0,MANQUE_LIEU
"Hémorragie critique, urgent.",MÉDICAL,4,1,0,MANQUE_LIEU
"Hémorragie sévère à l'abdomen, aider immédiatement.",MÉDICAL,4,1,0,MANQUE_LIEU
Carambolage autoroute urgente,TRANSPORT & MOBILITÉ,3,2,4,MANQUE_CONTEXTE
Réparation de rouleau-déplacement,TRANSPORT & MOBILITÉ,2,3,4,MANQUE_LIEU
Défaillance de signalisation,TRANSPORT & MOBILITÉ,3,2,4,MANQUE_CONTEXTE
Arrêt d'urgence route,TRANSPORT & MOBILITÉ,3,2,4,MANQUE_LIEU
Révision pneus urgente,TRANSPORT & MOBILITÉ,2,3,4,MANQUE_LIEU
Ransomware? Qui m'a attaqué?,CYBERSÉCURITÉ,4,1,0,MANQUE_CONTEXTE
Mon PC est bloqué. Débloquez-moi!,CYBERSÉCURITÉ,4,1,0,MANQUE_LIEU
Fichiers effacés. Que faire?,CYBERSÉCURITÉ,4,1,0,MANQUE_CONTEXTE
Mauvaise connexion. Aidez-moi!,CYBERSÉCURITÉ,4,1,0,MANQUE_LIEU
Symptômes de ransomware. Urgent!,CYBERSÉCURITÉ,4,1,0,MANQUE_CONTEXTE
Enfant seul sur route! Besoin d'aide!,SERVICES URBAINS,4,1,0,MANQUE_LIEU
Trou béant route! Urgent!,SERVICES URBAINS,4,1,0,MANQUE_LIEU
Enfant perdue sur la route! Appel urgent!,SERVICES URBAINS,4,1,0,MANQUE_LIEU
"Enfant seul, route dangereuse!",SERVICES URBAINS,4,1,0,MANQUE_LIEU
Alerte serveur,CYBERSÉCURITÉ,4,1,0,MANQUE_LIEU
Intrusion imminente,CYBERSÉCURITÉ,3,2,0,MANQUE_LIEU
Serveur compromis,CYBERSÉCURITÉ,4,1,0,MANQUE_LIEU
Vigilance réseau,CYBERSÉCURITÉ,3,2,0,MANQUE_LIEU
Réseau pont couplé à la passerelle,ASSISTANCE SOCIALE,4,1,0,MANQUE_LIEU
Contrôle d'accessibilité pont non actif,ASSISTANCE SOCIALE,4,1,0,MANQUE_LIEU
Signalisation de panne pont défaillante,ASSISTANCE SOCIALE,4,1,0,MANQUE_LIEU
Maintenance prévue pont à annuler,ASSISTANCE SOCIALE,4,1,0,MANQUE_LIEU
Sensibilité de passage pont à augmenter,ASSISTANCE SOCIALE,4,1,0,MANQUE_LIEU
Appel de police !,POLICE,4,1,0,MANQUE_LIEU
"Alerte, cambriolage !",POLICE,3,2,4,MANQUE_LIEU
"Pompiers, situation dangereuse !",POLICE,3,2,4,MANQUE_LIEU
"Coupure d'électricité, appeler les pompiers !",POLICE,2,3,4,MANQUE_LIEU
Secouez,MÉDICAL,1,1,0,MANQUE_LIEU
"Egouts débordant, urgent aide!",SERVICES URBAINS,4,1,0,MANQUE_LIEU
"Problème egouts, besoin de secours!",SERVICES URBAINS,3,2,2,MANQUE_CONTEXTE
Aide immédiate !,ÉNERGIE & INFRASTRUCTURES,4,1,0,MANQUE_LIEU
Couper l'electricité ?,ÉNERGIE & INFRASTRUCTURES,3,2,2,MANQUE_CONTEXTE
Hôpital dans les ténèbres ?,ÉNERGIE & INFRASTRUCTURES,4,3,0,MANQUE_LIEU
Nous sommes perdus !,ÉNERGIE & INFRASTRUCTURES,2,1,0,MANQUE_LIEU
Blackout ? Que faire ?,ÉNERGIE & INFRASTRUCTURES,4,2,4,COMPLET
Réseau down,DIGITAL SUPPORT,3,2,4,MANQUE_CONTEXTE
J'ai perdu mon bus.,NON_URGENT,1,1,0,MANQUE_LIEU
Bus en retard ?,NON_URGENT,1,1,0,MANQUE_LIEU
Ma place est partagée.,NON_URGENT,1,1,0,MANQUE_LIEU
Bus ne vient pas.,NON_URGENT,1,1,0,MANQUE_LIEU
Où est mon bus ?,NON_URGENT,1,1,0,MANQUE_LIEU
Maltraitance flagrante en cours!,ANIMALIER,4,1,0,MANQUE_LIEU
Animaux maltraités près de l'école.,ANIMALIER,3,2,4,MANQUE_CONTEXTE
Trouvé un animal blessé dans le parc.,ANIMALIER,2,1,0,MANQUE_LIEU
Sanglotant sur l'animal abandonné.,ANIMALIER,3,2,4,MANQUE_CONTEXTE
Maltraitance flagrante dans la rue.,ANIMALIER,4,1,0,MANQUE_LIEU
"Accident routier, quelqu'un blessé.",POMPIER,3,2,4,MANQUE_LIEU
"Casque cassé, quelqu'un a besoin d'aide.",POMPIER,3,2,4,MANQUE_LIEU
"Accident, aidez-moi vite.",POMPIER,3,2,4,MANQUE_LIEU
"Véhicule bloqué, aidez !",POMPIER,3,2,4,MANQUE_LIEU
Arrêt bus proche?,NON_URGENT,1,1,0,MANQUE_LIEU
Bus tard ?,NON_URGENT,1,1,0,MANQUE_LIEU
Problème arrêt bus?,NON_URGENT,1,1,0,MANQUE_LIEU
Bus pas arrivé?,NON_URGENT,1,1,0,MANQUE_LIEU
Débris everywhere,ÉNERGIE & INFRASTRUCTURES,4,2,0,MANQUE_LIEU
PANIQUE! Fuite de données. Site hacké.,CYBERSÉCURITÉ,4,3,2,MANQUE_CONTEXTE
DANGER! Données volées. Actuellement en cours.,CYBERSÉCURITÉ,4,3,2,MANQUE_CONTEXTE
URGENT! Fuite massive. Sites défaillants.,CYBERSÉCURITÉ,4,3,2,MANQUE_CONTEXTE
ACTION NÉCESSAIRE! Données compromises. Réponse rapide!,CYBERSÉCURITÉ,4,3,2,MANQUE_CONTEXTE
Fuite critique! Sites bloqués. Besoin d'aide!,CYBERSÉCURITÉ,4,3,2,MANQUE_CONTEXTE
Problème de pylône! Contactez immédiatement!,ÉNERGIE & INFRASTRUCTURES,4,1,0,MANQUE_LIEU
Pylône cassé! Aidez-nous!,ÉNERGIE & INFRASTRUCTURES,4,1,0,MANQUE_LIEU
Problème avec le pylône! Rapide action nécessaire!,ÉNERGIE & INFRASTRUCTURES,4,1,0,MANQUE_LIEU
Pylône en panne! Veuillez appeler!,ÉNERGIE & INFRASTRUCTURES,4,1,0,MANQUE_LIEU
Je pleure beaucoup !,MÉDICAL,4,1,0,MANQUE_LIEU
"Perte de sang, très fort !",MÉDICAL,4,1,0,MANQUE_LIEU
"J'ai besoin d'aide, urgent !",MÉDICAL,4,1,0,MANQUE_LIEU
Problème dans le quartier ?,POLICE,4,1,0,MANQUE_LIEU
Voitures rousses en panne ?,POLICE,3,2,4,MANQUE_LIEU
Personne dans cet immeuble ?,POLICE,4,1,0,MANQUE_LIEU
Incendie dans une ruelle ?,POLICE,3,2,4,MANQUE_LIEU
Suicide pont danger!,ASSISTANCE SOCIALE,3,3,2,MANQUE_IDENTIFIANT
Appel d'urgence pont,ASSISTANCE SOCIALE,4,1,0,MANQUE_LIEU
Menace suicide pont aide!,ASSISTANCE SOCIALE,3,4,2,MANQUE_CONTEXTE
Suicide pont: aide immédiate!,ASSISTANCE SOCIALE,4,1,0,MANQUE_LIEU
Hé ! Y a une coupure profonde dans mon bras. Urgent ?,MÉDICAL,4,1,0,MANQUE_LIEU
