texte,label,priorite
"Chat coincé sur un toit à grande hauteur - secteur centre, Bordeaux",POMPIER,BASSE
"Tapage nocturne persistant et cris - boulevard Victor Hugo, Lyon",POLICE,BASSE
"Accident de la route avec personne incarcérée - zone industrielle, Lyon",POMPIER,HAUTE
"Ascenseur bloqué avec plusieurs personnes - rue de la Paix, Marseille",POMPIER,MOYENNE
"Feu de poubelle se propageant à un véhicule - zone industrielle, Marseille",POMPIER,HAUTE
"Agression à main armée signalée sur la voie publique - zone industrielle, Lille",POLICE,HAUTE
"Chat coincé sur un toit à grande hauteur - rue de la Paix, Marseille",POMPIER,BASSE
"Véhicule suspect stationné devant une banque - rue de la Paix, Lyon",POLICE,BASSE
"Feu de poubelle se propageant à un véhicule - boulevard Victor Hugo, Marseille",POMPIER,HAUTE
"Accident de la route avec personne incarcérée - zone industrielle, Lille",POMPIER,HAUTE
"Feu de poubelle se propageant à un véhicule - rue de la Paix, Lyon",POMPIER,HAUTE
"Fuite de gaz suspecte dans une cave - boulevard Victor Hugo, Lille",POMPIER,HAUTE
"Manifestation non déclarée avec dégradations - avenue de la République, Marseille",POLICE,MOYENNE
"Départ de feu de forêt zone péri-urbaine - secteur centre, Lyon",POMPIER,HAUTE
"Inondation de sous-sol après orage violent - zone industrielle, Lille",POMPIER,MOYENNE
"Départ de feu de forêt zone péri-urbaine - rue de la Paix, Lille",POMPIER,HAUTE
"Signalement de trafic de stupéfiants dans un hall - zone industrielle, Lyon",POLICE,BASSE
"Chat coincé sur un toit à grande hauteur - boulevard Victor Hugo, Bordeaux",POMPIER,BASSE
"Différend familial violent avec menaces - rue de la Paix, Bordeaux",POLICE,MOYENNE
"Accident de la route avec personne incarcérée - avenue de la République, Bordeaux",POMPIER,HAUTE
"Personne errante et confuse sur l'autoroute - zone industrielle, Paris",POLICE,BASSE
"Départ de feu de forêt zone péri-urbaine - secteur centre, Bordeaux",POMPIER,HAUTE
"Ascenseur bloqué avec plusieurs personnes - boulevard Victor Hugo, Bordeaux",POMPIER,MOYENNE
"Différend familial violent avec menaces - avenue de la République, Bordeaux",POLICE,MOYENNE
"Manifestation non déclarée avec dégradations - boulevard Victor Hugo, Paris",POLICE,MOYENNE
"Alerte monoxyde de carbone dans une école - rue de la Paix, Marseille",POMPIER,HAUTE
"Fuite de gaz suspecte dans une cave - rue de la Paix, Marseille",POMPIER,HAUTE
"Agression à main armée signalée sur la voie publique - boulevard Victor Hugo, Paris",POLICE,HAUTE
"Inondation de sous-sol après orage violent - avenue de la République, Lyon",POMPIER,MOYENNE
"Alerte monoxyde de carbone dans une école - secteur centre, Lyon",POMPIER,HAUTE
"Véhicule suspect stationné devant une banque - zone industrielle, Paris",POLICE,BASSE
"Chat coincé sur un toit à grande hauteur - secteur centre, Lyon",POMPIER,BASSE
"Feu de poubelle se propageant à un véhicule - boulevard Victor Hugo, Bordeaux",POMPIER,HAUTE
"Manifestation non déclarée avec dégradations - secteur centre, Lille",POLICE,MOYENNE
"Agression à main armée signalée sur la voie publique - boulevard Victor Hugo, Bordeaux",POLICE,HAUTE
"Personne errante et confuse sur l'autoroute - avenue de la République, Lille",POLICE,BASSE
"Différend familial violent avec menaces - secteur centre, Paris",POLICE,MOYENNE
"Feu de structure dans un immeuble d'habitation - boulevard Victor Hugo, Paris",POMPIER,HAUTE
"Accident de la route avec personne incarcérée - boulevard Victor Hugo, Paris",POMPIER,HAUTE
"Feu de poubelle se propageant à un véhicule - rue de la Paix, Paris",POMPIER,HAUTE
"Signalement de trafic de stupéfiants dans un hall - boulevard Victor Hugo, Lille",POLICE,BASSE
"Différend familial violent avec menaces - boulevard Victor Hugo, Lyon",POLICE,MOYENNE
"Tapage nocturne persistant et cris - rue de la Paix, Bordeaux",POLICE,BASSE
"Personne errante et confuse sur l'autoroute - boulevard Victor Hugo, Lille",POLICE,BASSE
"Chat coincé sur un toit à grande hauteur - avenue de la République, Lille",POMPIER,BASSE
"Différend familial violent avec menaces - boulevard Victor Hugo, Lille",POLICE,MOYENNE
"Véhicule suspect stationné devant une banque - zone industrielle, Lille",POLICE,BASSE
"Manifestation non déclarée avec dégradations - avenue de la République, Lille",POLICE,MOYENNE
"Ascenseur bloqué avec plusieurs personnes - secteur centre, Bordeaux",POMPIER,MOYENNE
"Ascenseur bloqué avec plusieurs personnes - rue de la Paix, Lille",POMPIER,MOYENNE
"Feu de structure dans un immeuble d'habitation - zone industrielle, Lille",POMPIER,HAUTE
"Inondation de sous-sol après orage violent - rue de la Paix, Bordeaux",POMPIER,MOYENNE
"Chat coincé sur un toit à grande hauteur - boulevard Victor Hugo, Marseille",POMPIER,BASSE
"Différend familial violent avec menaces - zone industrielle, Bordeaux",POLICE,MOYENNE
"Alerte monoxyde de carbone dans une école - avenue de la République, Lille",POMPIER,HAUTE
"Ascenseur bloqué avec plusieurs personnes - avenue de la République, Paris",POMPIER,MOYENNE
"Accident de la route avec personne incarcérée - secteur centre, Paris",POMPIER,HAUTE
"Accident de la route avec personne incarcérée - secteur centre, Bordeaux",POMPIER,HAUTE
"Feu de structure dans un immeuble d'habitation - zone industrielle, Bordeaux",POMPIER,HAUTE
"Chat coincé sur un toit à grande hauteur - avenue de la République, Paris",POMPIER,BASSE
"Vol à l'arraché dans le centre ville - secteur centre, Marseille",POLICE,MOYENNE
"Vol à l'arraché dans le centre ville - secteur centre, Marseille",POLICE,MOYENNE
"Manifestation non déclarée avec dégradations - boulevard Victor Hugo, Lille",POLICE,MOYENNE
"Personne errante et confuse sur l'autoroute - avenue de la République, Lille",POLICE,BASSE
"Fuite de gaz suspecte dans une cave - secteur centre, Paris",POMPIER,HAUTE
"Personne errante et confuse sur l'autoroute - boulevard Victor Hugo, Paris",POLICE,BASSE
"Inondation de sous-sol après orage violent - zone industrielle, Marseille",POMPIER,MOYENNE
"Véhicule suspect stationné devant une banque - boulevard Victor Hugo, Lille",POLICE,BASSE
"Inondation de sous-sol après orage violent - avenue de la République, Lille",POMPIER,MOYENNE
"Accident de la route avec personne incarcérée - boulevard Victor Hugo, Marseille",POMPIER,HAUTE
"Tapage nocturne persistant et cris - secteur centre, Bordeaux",POLICE,BASSE
"Agression à main armée signalée sur la voie publique - zone industrielle, Bordeaux",POLICE,HAUTE
"Inondation de sous-sol après orage violent - avenue de la République, Paris",POMPIER,MOYENNE
"Feu de poubelle se propageant à un véhicule - boulevard Victor Hugo, Lille",POMPIER,HAUTE
"Accident de la route avec personne incarcérée - zone industrielle, Bordeaux",POMPIER,HAUTE
"Fuite de gaz suspecte dans une cave - boulevard Victor Hugo, Paris",POMPIER,HAUTE
"Chat coincé sur un toit à grande hauteur - boulevard Victor Hugo, Lille",POMPIER,BASSE
"Feu de structure dans un immeuble d'habitation - avenue de la République, Lille",POMPIER,HAUTE
"Cambriolage en cours signalé par un voisin - zone industrielle, Lyon",POLICE,MOYENNE
"Accident de la route avec personne incarcérée - boulevard Victor Hugo, Lille",POMPIER,HAUTE
"Tapage nocturne persistant et cris - avenue de la République, Paris",POLICE,BASSE
"Accident de la route avec personne incarcérée - rue de la Paix, Lyon",POMPIER,HAUTE
"Signalement de trafic de stupéfiants dans un hall - boulevard Victor Hugo, Lille",POLICE,BASSE
"Chat coincé sur un toit à grande hauteur - secteur centre, Marseille",POMPIER,BASSE
"Cambriolage en cours signalé par un voisin - rue de la Paix, Bordeaux",POLICE,MOYENNE
"Agression à main armée signalée sur la voie publique - zone industrielle, Bordeaux",POLICE,HAUTE
"Signalement de trafic de stupéfiants dans un hall - avenue de la République, Paris",POLICE,BASSE
"Manifestation non déclarée avec dégradations - secteur centre, Paris",POLICE,MOYENNE
"Feu de structure dans un immeuble d'habitation - boulevard Victor Hugo, Marseille",POMPIER,HAUTE
"Agression à main armée signalée sur la voie publique - boulevard Victor Hugo, Bordeaux",POLICE,HAUTE
"Ascenseur bloqué avec plusieurs personnes - rue de la Paix, Lille",POMPIER,MOYENNE
"Feu de poubelle se propageant à un véhicule - boulevard Victor Hugo, Marseille",POMPIER,HAUTE
"Véhicule suspect stationné devant une banque - rue de la Paix, Marseille",POLICE,BASSE
"Personne errante et confuse sur l'autoroute - secteur centre, Lyon",POLICE,BASSE
"Véhicule suspect stationné devant une banque - secteur centre, Marseille",POLICE,BASSE
"Signalement de trafic de stupéfiants dans un hall - avenue de la République, Lille",POLICE,BASSE
"Personne errante et confuse sur l'autoroute - avenue de la République, Marseille",POLICE,BASSE
"Feu de poubelle se propageant à un véhicule - secteur centre, Bordeaux",POMPIER,HAUTE
"Accident de la route avec personne incarcérée - boulevard Victor Hugo, Lille",POMPIER,HAUTE
"Chat coincé sur un toit à grande hauteur - rue de la Paix, Bordeaux",POMPIER,BASSE
"Signalement de trafic de stupéfiants dans un hall - rue de la Paix, Paris",POLICE,BASSE
"Agression à main armée signalée sur la voie publique - rue de la Paix, Marseille",POLICE,HAUTE
"Chat coincé sur un toit à grande hauteur - zone industrielle, Lyon",POMPIER,BASSE
"Accident de la route avec personne incarcérée - avenue de la République, Paris",POMPIER,HAUTE
"Feu de structure dans un immeuble d'habitation - boulevard Victor Hugo, Lille",POMPIER,HAUTE
"Ascenseur bloqué avec plusieurs personnes - secteur centre, Paris",POMPIER,MOYENNE
"Alerte monoxyde de carbone dans une école - rue de la Paix, Paris",POMPIER,HAUTE
"Signalement de trafic de stupéfiants dans un hall - rue de la Paix, Bordeaux",POLICE,BASSE
"Inondation de sous-sol après orage violent - avenue de la République, Lille",POMPIER,MOYENNE
"Chat coincé sur un toit à grande hauteur - zone industrielle, Lyon",POMPIER,BASSE
"Véhicule suspect stationné devant une banque - zone industrielle, Lille",POLICE,BASSE
"Agression à main armée signalée sur la voie publique - rue de la Paix, Paris",POLICE,HAUTE
"Alerte monoxyde de carbone dans une école - zone industrielle, Lille",POMPIER,HAUTE
"Vol à l'arraché dans le centre ville - avenue de la République, Lille",POLICE,MOYENNE
"Manifestation non déclarée avec dégradations - boulevard Victor Hugo, Marseille",POLICE,MOYENNE
"Agression à main armée signalée sur la voie publique - rue de la Paix, Paris",POLICE,HAUTE
"Départ de feu de forêt zone péri-urbaine - avenue de la République, Marseille",POMPIER,HAUTE
"Alerte monoxyde de carbone dans une école - rue de la Paix, Lille",POMPIER,HAUTE
"Tapage nocturne persistant et cris - rue de la Paix, Marseille",POLICE,BASSE
"Feu de poubelle se propageant à un véhicule - secteur centre, Paris",POMPIER,HAUTE
"Tapage nocturne persistant et cris - avenue de la République, Lille",POLICE,BASSE
"Véhicule suspect stationné devant une banque - boulevard Victor Hugo, Lyon",POLICE,BASSE
"Différend familial violent avec menaces - secteur centre, Lyon",POLICE,MOYENNE
"Personne errante et confuse sur l'autoroute - avenue de la République, Lille",POLICE,BASSE
"Feu de structure dans un immeuble d'habitation - avenue de la République, Marseille",POMPIER,HAUTE
"Vol à l'arraché dans le centre ville - secteur centre, Marseille",POLICE,MOYENNE
"Vol à l'arraché dans le centre ville - zone industrielle, Marseille",POLICE,MOYENNE
"Accident de la route avec personne incarcérée - secteur centre, Bordeaux",POMPIER,HAUTE
"Alerte monoxyde de carbone dans une école - secteur centre, Bordeaux",POMPIER,HAUTE
"Cambriolage en cours signalé par un voisin - rue de la Paix, Marseille",POLICE,MOYENNE
"Inondation de sous-sol après orage violent - boulevard Victor Hugo, Lille",POMPIER,MOYENNE
"Véhicule suspect stationné devant une banque - secteur centre, Lyon",POLICE,BASSE
"Tapage nocturne persistant et cris - zone industrielle, Bordeaux",POLICE,BASSE
"Vol à l'arraché dans le centre ville - rue de la Paix, Paris",POLICE,MOYENNE
"Départ de feu de forêt zone péri-urbaine - avenue de la République, Lille",POMPIER,HAUTE
"Alerte monoxyde de carbone dans une école - secteur centre, Lille",POMPIER,HAUTE
"Tapage nocturne persistant et cris - secteur centre, Lyon",POLICE,BASSE
"Feu de poubelle se propageant à un véhicule - rue de la Paix, Lille",POMPIER,HAUTE
"Fuite de gaz suspecte dans une cave - rue de la Paix, Lille",POMPIER,HAUTE
"Personne errante et confuse sur l'autoroute - secteur centre, Marseille",POLICE,BASSE
"Alerte monoxyde de carbone dans une école - boulevard Victor Hugo, Bordeaux",POMPIER,HAUTE
"Feu de poubelle se propageant à un véhicule - zone industrielle, Bordeaux",POMPIER,HAUTE
"Feu de structure dans un immeuble d'habitation - rue de la Paix, Lyon",POMPIER,HAUTE
"Tapage nocturne persistant et cris - rue de la Paix, Marseille",POLICE,BASSE
"Différend familial violent avec menaces - secteur centre, Bordeaux",POLICE,MOYENNE
"Ascenseur bloqué avec plusieurs personnes - zone industrielle, Paris",POMPIER,MOYENNE
"Manifestation non déclarée avec dégradations - zone industrielle, Paris",POLICE,MOYENNE
"Ascenseur bloqué avec plusieurs personnes - boulevard Victor Hugo, Marseille",POMPIER,MOYENNE
"Feu de structure dans un immeuble d'habitation - boulevard Victor Hugo, Marseille",POMPIER,HAUTE
"Feu de structure dans un immeuble d'habitation - avenue de la République, Paris",POMPIER,HAUTE
"Ascenseur bloqué avec plusieurs personnes - boulevard Victor Hugo, Lyon",POMPIER,MOYENNE
"Inondation de sous-sol après orage violent - zone industrielle, Marseille",POMPIER,MOYENNE
"Fuite de gaz suspecte dans une cave - rue de la Paix, Lyon",POMPIER,HAUTE
"Vol à l'arraché dans le centre ville - rue de la Paix, Marseille",POLICE,MOYENNE
"Signalement de trafic de stupéfiants dans un hall - zone industrielle, Paris",POLICE,BASSE
"Chat coincé sur un toit à grande hauteur - rue de la Paix, Lyon",POMPIER,BASSE
"Ascenseur bloqué avec plusieurs personnes - boulevard Victor Hugo, Paris",POMPIER,MOYENNE
"Personne errante et confuse sur l'autoroute - avenue de la République, Marseille",POLICE,BASSE
"Vol à l'arraché dans le centre ville - avenue de la République, Bordeaux",POLICE,MOYENNE
"Chat coincé sur un toit à grande hauteur - avenue de la République, Paris",POMPIER,BASSE
"Agression à main armée signalée sur la voie publique - boulevard Victor Hugo, Paris",POLICE,HAUTE
"Alerte monoxyde de carbone dans une école - secteur centre, Lille",POMPIER,HAUTE
"Tapage nocturne persistant et cris - avenue de la République, Lille",POLICE,BASSE
"Inondation de sous-sol après orage violent - rue de la Paix, Bordeaux",POMPIER,MOYENNE
"Tapage nocturne persistant et cris - zone industrielle, Lyon",POLICE,BASSE
"Manifestation non déclarée avec dégradations - secteur centre, Lille",POLICE,MOYENNE
"Tapage nocturne persistant et cris - secteur centre, Marseille",POLICE,BASSE
"Cambriolage en cours signalé par un voisin - rue de la Paix, Lyon",POLICE,MOYENNE
"Différend familial violent avec menaces - avenue de la République, Lyon",POLICE,MOYENNE
"Agression à main armée signalée sur la voie publique - zone industrielle, Marseille",POLICE,HAUTE
"Chat coincé sur un toit à grande hauteur - boulevard Victor Hugo, Marseille",POMPIER,BASSE
"Feu de structure dans un immeuble d'habitation - zone industrielle, Bordeaux",POMPIER,HAUTE
"Vol à l'arraché dans le centre ville - secteur centre, Lyon",POLICE,MOYENNE
"Feu de structure dans un immeuble d'habitation - rue de la Paix, Bordeaux",POMPIER,HAUTE
"Personne errante et confuse sur l'autoroute - secteur centre, Lille",POLICE,BASSE
"Agression à main armée signalée sur la voie publique - boulevard Victor Hugo, Bordeaux",POLICE,HAUTE
"Fuite de gaz suspecte dans une cave - boulevard Victor Hugo, Lille",POMPIER,HAUTE
"Feu de structure dans un immeuble d'habitation - secteur centre, Bordeaux",POMPIER,HAUTE
"Alerte monoxyde de carbone dans une école - zone industrielle, Paris",POMPIER,HAUTE
"Feu de structure dans un immeuble d'habitation - secteur centre, Marseille",POMPIER,HAUTE
"Vol à l'arraché dans le centre ville - zone industrielle, Lille",POLICE,MOYENNE
"Fuite de gaz suspecte dans une cave - rue de la Paix, Paris",POMPIER,HAUTE
"Personne errante et confuse sur l'autoroute - boulevard Victor Hugo, Lyon",POLICE,BASSE
"Alerte monoxyde de carbone dans une école - zone industrielle, Marseille",POMPIER,HAUTE
"Tapage nocturne persistant et cris - rue de la Paix, Bordeaux",POLICE,BASSE
"Fuite de gaz suspecte dans une cave - zone industrielle, Marseille",POMPIER,HAUTE
"Personne errante et confuse sur l'autoroute - avenue de la République, Lyon",POLICE,BASSE
"Chat coincé sur un toit à grande hauteur - zone industrielle, Lyon",POMPIER,BASSE
"Départ de feu de forêt zone péri-urbaine - rue de la Paix, Marseille",POMPIER,HAUTE
"Cambriolage en cours signalé par un voisin - boulevard Victor Hugo, Marseille",POLICE,MOYENNE
"Cambriolage en cours signalé par un voisin - boulevard Victor Hugo, Lille",POLICE,MOYENNE
"Signalement de trafic de stupéfiants dans un hall - boulevard Victor Hugo, Lille",POLICE,BASSE
"Signalement de trafic de stupéfiants dans un hall - rue de la Paix, Marseille",POLICE,BASSE
"Agression à main armée signalée sur la voie publique - rue de la Paix, Lyon",POLICE,HAUTE
"Manifestation non déclarée avec dégradations - avenue de la République, Bordeaux",POLICE,MOYENNE
"Tapage nocturne persistant et cris - zone industrielle, Marseille",POLICE,BASSE
"Ascenseur bloqué avec plusieurs personnes - avenue de la République, Paris",POMPIER,MOYENNE
"Alerte monoxyde de carbone dans une école - zone industrielle, Lille",POMPIER,HAUTE
"Alerte monoxyde de carbone dans une école - rue de la Paix, Lille",POMPIER,HAUTE
"Vol à l'arraché dans le centre ville - zone industrielle, Lille",POLICE,MOYENNE
"Fuite de gaz suspecte dans une cave - zone industrielle, Paris",POMPIER,HAUTE
"Accident de la route avec personne incarcérée - avenue de la République, Lille",POMPIER,HAUTE
"Ascenseur bloqué avec plusieurs personnes - boulevard Victor Hugo, Marseille",POMPIER,MOYENNE
"Cambriolage en cours signalé par un voisin - rue de la Paix, Bordeaux",POLICE,MOYENNE
"Manifestation non déclarée avec dégradations - zone industrielle, Lille",POLICE,MOYENNE
"Cambriolage en cours signalé par un voisin - secteur centre, Lille",POLICE,MOYENNE
"Vol à l'arraché dans le centre ville - secteur centre, Bordeaux",POLICE,MOYENNE
"Fuite de gaz suspecte dans une cave - secteur centre, Lille",POMPIER,HAUTE
"Tapage nocturne persistant et cris - secteur centre, Lille",POLICE,BASSE
"Vol à l'arraché dans le centre ville - secteur centre, Lille",POLICE,MOYENNE
"Différend familial violent avec menaces - secteur centre, Marseille",POLICE,MOYENNE
"Agression à main armée signalée sur la voie publique - avenue de la République, Bordeaux",POLICE,HAUTE
"Tapage nocturne persistant et cris - secteur centre, Bordeaux",POLICE,BASSE
"Ascenseur bloqué avec plusieurs personnes - secteur centre, Marseille",POMPIER,MOYENNE
"Inondation de sous-sol après orage violent - rue de la Paix, Lille",POMPIER,MOYENNE
"Inondation de sous-sol après orage violent - boulevard Victor Hugo, Paris",POMPIER,MOYENNE
"Accident de la route avec personne incarcérée - boulevard Victor Hugo, Marseille",POMPIER,HAUTE
"Départ de feu de forêt zone péri-urbaine - rue de la Paix, Bordeaux",POMPIER,HAUTE
"Fuite de gaz suspecte dans une cave - zone industrielle, Marseille",POMPIER,HAUTE
"Ascenseur bloqué avec plusieurs personnes - boulevard Victor Hugo, Paris",POMPIER,MOYENNE
"Agression à main armée signalée sur la voie publique - rue de la Paix, Paris",POLICE,HAUTE
"Alerte monoxyde de carbone dans une école - boulevard Victor Hugo, Lille",POMPIER,HAUTE
"Véhicule suspect stationné devant une banque - avenue de la République, Lille",POLICE,BASSE
"Cambriolage en cours signalé par un voisin - rue de la Paix, Bordeaux",POLICE,MOYENNE
"Véhicule suspect stationné devant une banque - boulevard Victor Hugo, Lyon",POLICE,BASSE
"Différend familial violent avec menaces - secteur centre, Bordeaux",POLICE,MOYENNE
"Cambriolage en cours signalé par un voisin - secteur centre, Lille",POLICE,MOYENNE
"Inondation de sous-sol après orage violent - zone industrielle, Paris",POMPIER,MOYENNE
"Cambriolage en cours signalé par un voisin - rue de la Paix, Bordeaux",POLICE,MOYENNE
"Véhicule suspect stationné devant une banque - secteur centre, Paris",POLICE,BASSE
"Fuite de gaz suspecte dans une cave - zone industrielle, Lille",POMPIER,HAUTE
"Inondation de sous-sol après orage violent - zone industrielle, Lyon",POMPIER,MOYENNE
"Inondation de sous-sol après orage violent - secteur centre, Lille",POMPIER,MOYENNE
"Personne errante et confuse sur l'autoroute - boulevard Victor Hugo, Paris",POLICE,BASSE
"Alerte monoxyde de carbone dans une école - zone industrielle, Marseille",POMPIER,HAUTE
"Fuite de gaz suspecte dans une cave - zone industrielle, Bordeaux",POMPIER,HAUTE
"Accident de la route avec personne incarcérée - boulevard Victor Hugo, Paris",POMPIER,HAUTE
"Chat coincé sur un toit à grande hauteur - secteur centre, Lille",POMPIER,BASSE
"Feu de structure dans un immeuble d'habitation - secteur centre, Marseille",POMPIER,HAUTE
"Départ de feu de forêt zone péri-urbaine - boulevard Victor Hugo, Lyon",POMPIER,HAUTE
"Alerte monoxyde de carbone dans une école - rue de la Paix, Lyon",POMPIER,HAUTE
"Inondation de sous-sol après orage violent - avenue de la République, Lyon",POMPIER,MOYENNE
"Tapage nocturne persistant et cris - boulevard Victor Hugo, Lille",POLICE,BASSE
"Tapage nocturne persistant et cris - rue de la Paix, Lille",POLICE,BASSE
"Personne errante et confuse sur l'autoroute - secteur centre, Marseille",POLICE,BASSE
"Cambriolage en cours signalé par un voisin - boulevard Victor Hugo, Paris",POLICE,MOYENNE
"Inondation de sous-sol après orage violent - avenue de la République, Lille",POMPIER,MOYENNE
"Vol à l'arraché dans le centre ville - zone industrielle, Marseille",POLICE,MOYENNE
"Alerte monoxyde de carbone dans une école - avenue de la République, Lyon",POMPIER,HAUTE
"Fuite de gaz suspecte dans une cave - avenue de la République, Paris",POMPIER,HAUTE
"Tapage nocturne persistant et cris - zone industrielle, Paris",POLICE,BASSE
"Ascenseur bloqué avec plusieurs personnes - zone industrielle, Lyon",POMPIER,MOYENNE
"Véhicule suspect stationné devant une banque - secteur centre, Lyon",POLICE,BASSE
"Feu de structure dans un immeuble d'habitation - avenue de la République, Lille",POMPIER,HAUTE
"Signalement de trafic de stupéfiants dans un hall - rue de la Paix, Marseille",POLICE,BASSE
"Personne errante et confuse sur l'autoroute - secteur centre, Lyon",POLICE,BASSE
"Départ de feu de forêt zone péri-urbaine - boulevard Victor Hugo, Bordeaux",POMPIER,HAUTE
"Départ de feu de forêt zone péri-urbaine - rue de la Paix, Bordeaux",POMPIER,HAUTE
"Feu de poubelle se propageant à un véhicule - rue de la Paix, Marseille",POMPIER,HAUTE
"Chat coincé sur un toit à grande hauteur - avenue de la République, Marseille",POMPIER,BASSE
"Ascenseur bloqué avec plusieurs personnes - boulevard Victor Hugo, Bordeaux",POMPIER,MOYENNE
"Signalement de trafic de stupéfiants dans un hall - zone industrielle, Lyon",POLICE,BASSE
"Feu de structure dans un immeuble d'habitation - secteur centre, Marseille",POMPIER,HAUTE
"Chat coincé sur un toit à grande hauteur - zone industrielle, Paris",POMPIER,BASSE
"Vol à l'arraché dans le centre ville - avenue de la République, Marseille",POLICE,MOYENNE
"Fuite de gaz suspecte dans une cave - zone industrielle, Lyon",POMPIER,HAUTE
"Chat coincé sur un toit à grande hauteur - zone industrielle, Paris",POMPIER,BASSE
"Fuite de gaz suspecte dans une cave - zone industrielle, Paris",POMPIER,HAUTE
"Alerte monoxyde de carbone dans une école - rue de la Paix, Lille",POMPIER,HAUTE
"Tapage nocturne persistant et cris - secteur centre, Bordeaux",POLICE,BASSE
"Tapage nocturne persistant et cris - avenue de la République, Paris",POLICE,BASSE
"Signalement de trafic de stupéfiants dans un hall - boulevard Victor Hugo, Lyon",POLICE,BASSE
"Tapage nocturne persistant et cris - secteur centre, Bordeaux",POLICE,BASSE
"Alerte monoxyde de carbone dans une école - avenue de la République, Paris",POMPIER,HAUTE
"Feu de poubelle se propageant à un véhicule - zone industrielle, Lille",POMPIER,HAUTE
"Fuite de gaz suspecte dans une cave - secteur centre, Lille",POMPIER,HAUTE
"Personne errante et confuse sur l'autoroute - secteur centre, Lille",POLICE,BASSE
"Inondation de sous-sol après orage violent - rue de la Paix, Bordeaux",POMPIER,MOYENNE
"Tapage nocturne persistant et cris - rue de la Paix, Lyon",POLICE,BASSE
"Chat coincé sur un toit à grande hauteur - zone industrielle, Marseille",POMPIER,BASSE
"Ascenseur bloqué avec plusieurs personnes - secteur centre, Marseille",POMPIER,MOYENNE
"Accident de la route avec personne incarcérée - rue de la Paix, Marseille",POMPIER,HAUTE
"Fuite de gaz suspecte dans une cave - avenue de la République, Lyon",POMPIER,HAUTE
"Cambriolage en cours signalé par un voisin - boulevard Victor Hugo, Lyon",POLICE,MOYENNE
"Fuite de gaz suspecte dans une cave - boulevard Victor Hugo, Paris",POMPIER,HAUTE
"Ascenseur bloqué avec plusieurs personnes - boulevard Victor Hugo, Paris",POMPIER,MOYENNE
"Feu de structure dans un immeuble d'habitation - zone industrielle, Marseille",POMPIER,HAUTE
"Cambriolage en cours signalé par un voisin - avenue de la République, Marseille",POLICE,MOYENNE
"Alerte monoxyde de carbone dans une école - rue de la Paix, Lyon",POMPIER,HAUTE
"Manifestation non déclarée avec dégradations - avenue de la République, Lyon",POLICE,MOYENNE
"Départ de feu de forêt zone péri-urbaine - boulevard Victor Hugo, Lille",POMPIER,HAUTE
"Signalement de trafic de stupéfiants dans un hall - boulevard Victor Hugo, Lyon",POLICE,BASSE
"Tapage nocturne persistant et cris - zone industrielle, Lyon",POLICE,BASSE
"Alerte monoxyde de carbone dans une école - boulevard Victor Hugo, Paris",POMPIER,HAUTE
"Ascenseur bloqué avec plusieurs personnes - rue de la Paix, Marseille",POMPIER,MOYENNE
"Véhicule suspect stationné devant une banque - rue de la Paix, Paris",POLICE,BASSE
"Inondation de sous-sol après orage violent - secteur centre, Lyon",POMPIER,MOYENNE
"Alerte monoxyde de carbone dans une école - zone industrielle, Lyon",POMPIER,HAUTE
"Signalement de trafic de stupéfiants dans un hall - zone industrielle, Bordeaux",POLICE,BASSE
"Fuite de gaz suspecte dans une cave - avenue de la République, Marseille",POMPIER,HAUTE
"Feu de structure dans un immeuble d'habitation - secteur centre, Marseille",POMPIER,HAUTE
"Feu de structure dans un immeuble d'habitation - boulevard Victor Hugo, Bordeaux",POMPIER,HAUTE
"Vol à l'arraché dans le centre ville - avenue de la République, Bordeaux",POLICE,MOYENNE
"Départ de feu de forêt zone péri-urbaine - secteur centre, Bordeaux",POMPIER,HAUTE
"Véhicule suspect stationné devant une banque - secteur centre, Paris",POLICE,BASSE
"Vol à l'arraché dans le centre ville - rue de la Paix, Lille",POLICE,MOYENNE
"Différend familial violent avec menaces - zone industrielle, Bordeaux",POLICE,MOYENNE
"Tapage nocturne persistant et cris - avenue de la République, Lille",POLICE,BASSE
"Chat coincé sur un toit à grande hauteur - zone industrielle, Paris",POMPIER,BASSE
"Tapage nocturne persistant et cris - zone industrielle, Bordeaux",POLICE,BASSE
"Personne errante et confuse sur l'autoroute - zone industrielle, Marseille",POLICE,BASSE
"Vol à l'arraché dans le centre ville - zone industrielle, Bordeaux",POLICE,MOYENNE
"Différend familial violent avec menaces - avenue de la République, Bordeaux",POLICE,MOYENNE
"Départ de feu de forêt zone péri-urbaine - rue de la Paix, Lyon",POMPIER,HAUTE
"Signalement de trafic de stupéfiants dans un hall - zone industrielle, Paris",POLICE,BASSE
"Ascenseur bloqué avec plusieurs personnes - avenue de la République, Bordeaux",POMPIER,MOYENNE
"Signalement de trafic de stupéfiants dans un hall - zone industrielle, Bordeaux",POLICE,BASSE
"Accident de la route avec personne incarcérée - secteur centre, Paris",POMPIER,HAUTE
"Accident de la route avec personne incarcérée - zone industrielle, Bordeaux",POMPIER,HAUTE
"Vol à l'arraché dans le centre ville - zone industrielle, Paris",POLICE,MOYENNE
"Feu de structure dans un immeuble d'habitation - avenue de la République, Paris",POMPIER,HAUTE
"Agression à main armée signalée sur la voie publique - boulevard Victor Hugo, Lille",POLICE,HAUTE
