ticket_fr,domaine_cible
"J'ai utilisé un coussinet de maïs en vente libre sur mon orteil qui avait une callosité sensible et maintenant, la situation est devenue bien pire et enflée. Comment puis-je soigner ma peau ?",MÉDICAL
"J'ai un banc avec une barre, des haltères, une barre de traction et un tapis roulant, quels exercices pourrais-je faire pour gagner du muscle ?",MÉDICAL
"J'ai un banc avec une barre, des haltères, une barre de traction et un tapis roulant, quels exercices pourrais-je faire pour gagner du muscle ?",MÉDICAL
J'ai un rhume depuis 1 semaine. Je viens d'arrêter les antibiotiques. Crache parfois du mucus gris. Le Dr n'est pas concerné. Dois-je prendre un deuxième lot d'antibiotiques ?,MÉDICAL
J'ai un rhume depuis 1 semaine. Je viens d'arrêter les antibiotiques. Crache parfois du mucus gris. Le Dr n'est pas concerné. Dois-je prendre un deuxième lot d'antibiotiques ?,MÉDICAL
Je n'ai jamais eu d'acné hormonale jusqu'à ce que je commence Tilia Fe BC il y a 4 mois. C'est censé traiter l'acné. Dois-je lui laisser du temps ou changer de BC ?,MÉDICAL
Je n'ai jamais eu d'acné hormonale jusqu'à ce que je commence Tilia Fe BC il y a 4 mois. C'est censé traiter l'acné. Dois-je lui laisser du temps ou changer de BC ?,MÉDICAL
"J'ai reçu un diagnostic de Chlamydia le 29/09/2015. Traité le même jour. Testé le 16/11/2015, revenu positif. Je n'ai pas eu de relations sexuelles depuis le 1er test. Comment?",MÉDICAL
"J'ai reçu un diagnostic de Chlamydia le 29/09/2015. Traité le même jour. Testé le 16/11/2015, revenu positif. Je n'ai pas eu de relations sexuelles depuis le 1er test. Comment?",MÉDICAL
On m'a prescrit Tripsin + Chymotripsin pour le traitement des dents pendant 3 jours. Puis-je continuer ces combinaisons pendant une longue période ?,MÉDICAL
On m'a prescrit Tripsin + Chymotripsin pour le traitement des dents pendant 3 jours. Puis-je continuer ces combinaisons pendant une longue période ?,MÉDICAL
"Je prenais de l'amoxicilline pour un problème dentaire. Le deuxième jour, j'ai commencé à avoir la vessie pleine, avec des difficultés à uriner et des symptômes d'écoulement clairs.",MÉDICAL
"Je prenais de l'amoxicilline pour un problème dentaire. Le deuxième jour, j'ai commencé à avoir la vessie pleine, avec des difficultés à uriner et des symptômes d'écoulement clairs.",MÉDICAL
"J'étais en tyrolienne et au bout de la tyrolienne se trouvait un bloc d'environ 50 livres. Je roulais à environ 30 mph et j'ai cogné mon talon dedans. Maintenant, c'est violet et gonflé. Que dois-je faire?",MÉDICAL
"J'étais en tyrolienne et au bout de la tyrolienne se trouvait un bloc d'environ 50 livres. Je roulais à environ 30 mph et j'ai cogné mon talon dedans. Maintenant, c'est violet et gonflé. Que dois-je faire?",MÉDICAL
Je viens de regarder le côté droit du nez. très rouge et gonflé. Ça fait mal de renifler ou de toucher l’extérieur du nez. C'est gros comme un polype. Avoir un écoulement clair. Qu'est-ce que c'est?,MÉDICAL
Je viens de regarder le côté droit du nez. très rouge et gonflé. Ça fait mal de renifler ou de toucher l’extérieur du nez. C'est gros comme un polype. Avoir un écoulement clair. Qu'est-ce que c'est?,MÉDICAL
"Je viens de voir une boule noire de la taille d'un marbre en bm. Je pensais que c'était peut-être juste de la nourriture, alors je l'ai poussé avec un gant en latex. Ce n'est certainement pas de la nourriture, c'est du caca. Du sang rouge ces derniers temps aussi. J'ai déjà fait un bilan ibd (nég). Température 99,5 pendant un mois. Euh ?",MÉDICAL
"Je viens de voir une boule noire de la taille d'un marbre en bm. Je pensais que c'était peut-être juste de la nourriture, alors je l'ai poussé avec un gant en latex. Ce n'est certainement pas de la nourriture, c'est du caca. Du sang rouge ces derniers temps aussi. J'ai déjà fait un bilan ibd (nég). Température 99,5 pendant un mois. Euh ?",MÉDICAL
"Douleur au pied laminectal L/4, l/5 1 an plus tard, le médecin du pied dit normal, le neurologue dit s/1 cause, l'orthochirurgien dit que l'IRM est bonne, le neurosur dit le nerf lui-même.",MÉDICAL
"Douleur au pied laminectal L/4, l/5 1 an plus tard, le médecin du pied dit normal, le neurologue dit s/1 cause, l'orthochirurgien dit que l'IRM est bonne, le neurosur dit le nerf lui-même.",MÉDICAL
"Dernièrement, lorsque j'ai peur ou que je suis surpris, je sens le sang couler le long de mes jambes, puis mes orteils commencent à me faire très mal. Cela fait longtemps mal. Qu'est-ce que?",MÉDICAL
"Dernièrement, lorsque j'ai peur ou que je suis surpris, je sens le sang couler le long de mes jambes, puis mes orteils commencent à me faire très mal. Cela fait longtemps mal. Qu'est-ce que?",MÉDICAL
Les jambes sont toujours froides même lorsque je transpire beaucoup et que les pieds et les orteils sont engourdis. Pourquoi?,MÉDICAL
Les jambes sont toujours froides même lorsque je transpire beaucoup et que les pieds et les orteils sont engourdis. Pourquoi?,MÉDICAL
Ma nièce de 6 mois a une tache ronde rose sur chaque cuisse au même endroit. Ma sœur a peur que ce soit la teigne. Cela ne dérange pas du tout le bébé. Pensées?,MÉDICAL
Ma nièce de 6 mois a une tache ronde rose sur chaque cuisse au même endroit. Ma sœur a peur que ce soit la teigne. Cela ne dérange pas du tout le bébé. Pensées?,MÉDICAL
Mes 7 ans sont à nouveau positifs pour le streptocoque et je penche pour les pandas. On m'a prescrit 75 mg/5 ml de clindamycine. Est-ce le bon antibiotique ? Il a fait l'augm b4.,MÉDICAL
Mes 7 ans sont à nouveau positifs pour le streptocoque et je penche pour les pandas. On m'a prescrit 75 mg/5 ml de clindamycine. Est-ce le bon antibiotique ? Il a fait l'augm b4.,MÉDICAL
Mon petit ami me doigte peut-être du sperme sur ses mains. Son doigt était sec et tout ce qu'il faisait était d'essuyer son pénis avec un twl ppr. Nous ne pensons pas qu'il y en ait eu sur ses mains ?,MÉDICAL
Mon petit ami me doigte peut-être du sperme sur ses mains. Son doigt était sec et tout ce qu'il faisait était d'essuyer son pénis avec un twl ppr. Nous ne pensons pas qu'il y en ait eu sur ses mains ?,MÉDICAL
"Les résultats de ma prise de sang complète indiquent que les globules rouges montrent une hypochromie, une microcytose et une anisocytose. Dois-je consulter un médecin ou non ?",MÉDICAL
"Les résultats de ma prise de sang complète indiquent que les globules rouges montrent une hypochromie, une microcytose et une anisocytose. Dois-je consulter un médecin ou non ?",MÉDICAL
Mon père a le CVID et le Parkinson. Existe-t-il des tests qui pourraient montrer la probabilité que mes enfants potentiels développent ces mêmes problèmes ?,MÉDICAL
Mon père a le CVID et le Parkinson. Existe-t-il des tests qui pourraient montrer la probabilité que mes enfants potentiels développent ces mêmes problèmes ?,MÉDICAL
"Mon amie pense qu'elle est grosse, mais ce n'est vraiment pas le cas et elle consomme peu de calories et si elle mange quelque chose de mauvais, elle brûle les calories en faisant de l'exercice ?",MÉDICAL
"Mon amie pense qu'elle est grosse, mais ce n'est vraiment pas le cas et elle consomme peu de calories et si elle mange quelque chose de mauvais, elle brûle les calories en faisant de l'exercice ?",MÉDICAL
"Ma copine a le sida et nous avons eu des relations sexuelles non protégées parce qu'elle a dit que le contrôle des naissances me protégeait, c'est vrai ?",MÉDICAL
"Ma copine a le sida et nous avons eu des relations sexuelles non protégées parce qu'elle a dit que le contrôle des naissances me protégeait, c'est vrai ?",MÉDICAL
Ma copine s'est réveillée ce matin avec un bleu au bout du menton. Elle ne l'a jamais eu lorsqu'elle s'est couchée et ne l'a jamais heurté. Qu'est-ce que ça peut être ?,MÉDICAL
Ma copine s'est réveillée ce matin avec un bleu au bout du menton. Elle ne l'a jamais eu lorsqu'elle s'est couchée et ne l'a jamais heurté. Qu'est-ce que ça peut être ?,MÉDICAL
Le niveau INR de warfarine de ma mère a fluctué à un niveau alarmant ces derniers temps sans raison apparente ?,MÉDICAL
Le niveau INR de warfarine de ma mère a fluctué à un niveau alarmant ces derniers temps sans raison apparente ?,MÉDICAL
"Mes analgésiques me rendent somnolent et groggy, mais je dois travailler. Que puis-je prendre d'autre ?",MÉDICAL
"Mes analgésiques me rendent somnolent et groggy, mais je dois travailler. Que puis-je prendre d'autre ?",MÉDICAL
Mes règles étaient noires et collantes mais je ne sens pas d'odeur alors que j'ai des règles irrégulières depuis deux ans maintenant ?,MÉDICAL
Mes règles étaient noires et collantes mais je ne sens pas d'odeur alors que j'ai des règles irrégulières depuis deux ans maintenant ?,MÉDICAL
"Mon récent test sanguin INR 1,12 Ratio APTT 1,16 Bêta-2 Microglobuline 1,50 mg/L est-il ok ?",MÉDICAL
"Mon récent test sanguin INR 1,12 Ratio APTT 1,16 Bêta-2 Microglobuline 1,50 mg/L est-il ok ?",MÉDICAL
"Mon fils a une hémorroïde et il a des selles fines et une légère diarrhée, est-ce dû à l'hémorroïde ?",MÉDICAL
"Mon fils a une hémorroïde et il a des selles fines et une légère diarrhée, est-ce dû à l'hémorroïde ?",MÉDICAL
La dent de devant adulte de mon fils est très pointue.  Pourquoi donc?,MÉDICAL
La dent de devant adulte de mon fils est très pointue.  Pourquoi donc?,MÉDICAL
Mes ongles sont jaunes et se sont transformés en une bosse sur mon ongle. Je me demandais ce que je pouvais faire. Je pense que cela pourrait être un ongle fongique. ?,MÉDICAL
Mes ongles sont jaunes et se sont transformés en une bosse sur mon ongle. Je me demandais ce que je pouvais faire. Je pense que cela pourrait être un ongle fongique. ?,MÉDICAL
Tissu cicatriciel douloureux laissé sous une tache atypique d'élimination d'un grain de beauté sur le mollet. Douleur vive et profonde. Chirurgien plasticien recommandé par le dermatologue. Que va-t-il se passer ?,MÉDICAL
Tissu cicatriciel douloureux laissé sous une tache atypique d'élimination d'un grain de beauté sur le mollet. Douleur vive et profonde. Chirurgien plasticien recommandé par le dermatologue. Que va-t-il se passer ?,MÉDICAL
Crise de panique après avoir fumé de l'herbe. Est-ce normal ?,MÉDICAL
Crise de panique après avoir fumé de l'herbe. Est-ce normal ?,MÉDICAL
Veuillez expliquer ce que signifie avoir un « nez proéminent » ?,MÉDICAL
Veuillez expliquer ce que signifie avoir un « nez proéminent » ?,MÉDICAL
"S'il vous plaît, aidez-moi ! Quel est le taux de survie du méningiome malin ?",MÉDICAL
"S'il vous plaît, aidez-moi ! Quel est le taux de survie du méningiome malin ?",MÉDICAL
Veuillez fournir des conseils sur l'arrêt du hctz (hydrochlorothiazide) après avoir développé des pétéchies sur mes bras. Je prends du hctz (hydrochlorothiazide) depuis 3 mois et cela vient juste de commencer.,MÉDICAL
Veuillez fournir des conseils sur l'arrêt du hctz (hydrochlorothiazide) après avoir développé des pétéchies sur mes bras. Je prends du hctz (hydrochlorothiazide) depuis 3 mois et cela vient juste de commencer.,MÉDICAL
Question sur une décharge – visqueuse et en milieu de cycle ?,MÉDICAL
Question sur une décharge – visqueuse et en milieu de cycle ?,MÉDICAL
"Petite question sur les bandelettes de test de cétone. S'ils sont un peu rosâtres avant de les utiliser, sont-ils mauvais ?",MÉDICAL
"Petite question sur les bandelettes de test de cétone. S'ils sont un peu rosâtres avant de les utiliser, sont-ils mauvais ?",MÉDICAL
"J'ai récemment eu une vaginose bactérienne et une infection à levures. Je pense toujours que j'ai été traité avec métronidazole + fluconazole, écoulement blanc. Pensées?",MÉDICAL
"J'ai récemment eu une vaginose bactérienne et une infection à levures. Je pense toujours que j'ai été traité avec métronidazole + fluconazole, écoulement blanc. Pensées?",MÉDICAL
Saignement rectal après fissure op. Surgon a trouvé 1 grosse hémorroïde et quelques petites. Baguage fait pour le grand. Odeur nauséabonde et saignement persistant. Qu'est-ce que c'est?,MÉDICAL
Saignement rectal après fissure op. Surgon a trouvé 1 grosse hémorroïde et quelques petites. Baguage fait pour le grand. Odeur nauséabonde et saignement persistant. Qu'est-ce que c'est?,MÉDICAL
Document scolaire : comment un casier disciplinaire et/ou criminel affecte-t-il la capacité d'entrer dans une école professionnelle/une école de médecine ?,MÉDICAL
Document scolaire : comment un casier disciplinaire et/ou criminel affecte-t-il la capacité d'entrer dans une école professionnelle/une école de médecine ?,MÉDICAL
Peau qui dépasse sous ma langue. Est-ce normal ?,MÉDICAL
Peau qui dépasse sous ma langue. Est-ce normal ?,MÉDICAL
"Alors, deux femmes peuvent-elles avoir leur propre enfant ?",MÉDICAL
"Alors, deux femmes peuvent-elles avoir leur propre enfant ?",MÉDICAL
"Donc, j'ai ce grain de beauté brun foncé qui démange sur ma hanche, il est en quelque sorte rouge sur les bords, je n'ai aucune idée de la cause. Des idées ?",MÉDICAL
"Donc, j'ai ce grain de beauté brun foncé qui démange sur ma hanche, il est en quelque sorte rouge sur les bords, je n'ai aucune idée de la cause. Des idées ?",MÉDICAL
"Il s'est cogné l'auriculaire gauche il y a quelques heures. Assez douloureux. Maintenant, il est enflé et il y a une bosse sur le côté droit de l'orteil et ça fait mal. Fracture ?",MÉDICAL
"Il s'est cogné l'auriculaire gauche il y a quelques heures. Assez douloureux. Maintenant, il est enflé et il y a une bosse sur le côté droit de l'orteil et ça fait mal. Fracture ?",MÉDICAL
Suggérez-moi des moyens de décharger tardivement pendant les rapports sexuels chez un homme de 42 ans ?,MÉDICAL
Suggérez-moi des moyens de décharger tardivement pendant les rapports sexuels chez un homme de 42 ans ?,MÉDICAL
"En supposant que le cancer se soit propagé à partir d’une origine, ce cancer secondaire est-il traité différemment ?",MÉDICAL
"En supposant que le cancer se soit propagé à partir d’une origine, ce cancer secondaire est-il traité différemment ?",MÉDICAL
La cause de ma première fausse couche semblait être un sac hémorragique au-dessus de mon bébé à 6 semaines et demie. Y a-t-il quelque chose que je puisse faire pour éviter cela la prochaine fois ?,MÉDICAL
La cause de ma première fausse couche semblait être un sac hémorragique au-dessus de mon bébé à 6 semaines et demie. Y a-t-il quelque chose que je puisse faire pour éviter cela la prochaine fois ?,MÉDICAL
"Des moyens de réduire la bilirubine comme les lumières bleues, etc. ?",MÉDICAL
"Des moyens de réduire la bilirubine comme les lumières bleues, etc. ?",MÉDICAL
"Des ampoules qui pleurent sur le pied, des orteils rouges... ça a l'air terrible. Que faire ??",MÉDICAL
"Des ampoules qui pleurent sur le pied, des orteils rouges... ça a l'air terrible. Que faire ??",MÉDICAL
Quelle quantité de niacine dois-je prendre pour nettoyer mon système sans thc ?,MÉDICAL
Quelle quantité de niacine dois-je prendre pour nettoyer mon système sans thc ?,MÉDICAL
Quelles sont mes chances de tomber enceinte si mon petit ami se retire. Mais ensuite j'ai réinséré ses doigts et son pénis dans mon vagin avec du sperme...,MÉDICAL
Quelles sont mes chances de tomber enceinte si mon petit ami se retire. Mais ensuite j'ai réinséré ses doigts et son pénis dans mon vagin avec du sperme...,MÉDICAL
Quelles mesures non médicales puis-je prendre pour soulager mon asthme ?,MÉDICAL
Quelles mesures non médicales puis-je prendre pour soulager mon asthme ?,MÉDICAL
Quelles sont les chances de survie après un diagnostic de cancer de l’estomac ?,MÉDICAL
Quelles sont les chances de survie après un diagnostic de cancer de l’estomac ?,MÉDICAL
Quelles sont les cinq interventions chirurgicales d'urgence les plus courantes chez les adolescentes américaines ?,MÉDICAL
Quelles sont les cinq interventions chirurgicales d'urgence les plus courantes chez les adolescentes américaines ?,MÉDICAL
C'est quoi ces petites bosses blanches sur le bout de ma langue ? Puis-je le transmettre à mon bébé ?,MÉDICAL
C'est quoi ces petites bosses blanches sur le bout de ma langue ? Puis-je le transmettre à mon bébé ?,MÉDICAL
Quel taux de sucre dans le sang est considéré comme normal pour les personnes atteintes de diabète de type 2 ?,MÉDICAL
Quel taux de sucre dans le sang est considéré comme normal pour les personnes atteintes de diabète de type 2 ?,MÉDICAL
"Qu'est-ce qui peut provoquer un engorgement et une distension épisodique des vaisseaux du cou, qui s'améliore considérablement avec des doses de remplacement quotidiennes (20 mg) d'hydrocortisone ?",MÉDICAL
"Qu'est-ce qui peut provoquer un engorgement et une distension épisodique des vaisseaux du cou, qui s'améliore considérablement avec des doses de remplacement quotidiennes (20 mg) d'hydrocortisone ?",MÉDICAL
Que puis-je faire contre les douleurs et raideurs lombaires pendant et après m'être penché ?,MÉDICAL
Que puis-je faire contre les douleurs et raideurs lombaires pendant et après m'être penché ?,MÉDICAL
Que puis-je faire pour augmenter mes chances de tomber enceinte ? J'ai aussi fait un avortement médicamenteux il y a 5 mois. J'utilise le kit d'ovulation et aucun résultat. Aide svp,MÉDICAL
Que puis-je faire pour augmenter mes chances de tomber enceinte ? J'ai aussi fait un avortement médicamenteux il y a 5 mois. J'utilise le kit d'ovulation et aucun résultat. Aide svp,MÉDICAL
Qu'est-ce qui provoque la faim une heure après les repas avec des douleurs abdominales hautes et une sensation de brûlure ?,MÉDICAL
Qu'est-ce qui provoque la faim une heure après les repas avec des douleurs abdominales hautes et une sensation de brûlure ?,MÉDICAL
Qu'est-ce qui cause ces ampoules sous votre langue ?,MÉDICAL
Qu'est-ce qui cause ces ampoules sous votre langue ?,MÉDICAL
Que puis-je faire pour agrandir naturellement mes seins ?,MÉDICAL
Que puis-je faire pour agrandir naturellement mes seins ?,MÉDICAL
Que fait un physicien médical pendant le traitement du cancer ?,MÉDICAL
Que fait un physicien médical pendant le traitement du cancer ?,MÉDICAL
Que signifie avoir un kyste osseux F2 sur la colonne vertébrale ?,MÉDICAL
Que signifie avoir un kyste osseux F2 sur la colonne vertébrale ?,MÉDICAL
Quel est exactement le moyen le plus rapide de brûler la graisse du ventre ?,MÉDICAL
Quel est exactement le moyen le plus rapide de brûler la graisse du ventre ?,MÉDICAL
Que se passe-t-il lors d’une échographie cardiaque fœtale ?,MÉDICAL
Que se passe-t-il lors d’une échographie cardiaque fœtale ?,MÉDICAL
Qu’arrive-t-il à une personne atteinte d’un cancer du pancréas ?,MÉDICAL
Qu’arrive-t-il à une personne atteinte d’un cancer du pancréas ?,MÉDICAL
Qu'est-ce qui augmente la coagulation sanguine ?,MÉDICAL
Qu'est-ce qui augmente la coagulation sanguine ?,MÉDICAL
Quelle est la meilleure position du fœtus au septième mois ?,MÉDICAL
Quelle est la meilleure position du fœtus au septième mois ?,MÉDICAL
Pourquoi le cancer du col de l’utérus est-il un facteur de risque ?,MÉDICAL
Pourquoi le cancer du col de l’utérus est-il un facteur de risque ?,MÉDICAL
Que faire contre les migraines causées par les changements de température ?,MÉDICAL
Que faire contre les migraines causées par les changements de température ?,MÉDICAL
Qu’est-ce que l’insuffisance hépatique et comment est-elle traitée ?,MÉDICAL
Qu’est-ce que l’insuffisance hépatique et comment est-elle traitée ?,MÉDICAL
Quelle est la définition ou la description de : diclofénac ?,MÉDICAL
Quelle est la définition ou la description de : diclofénac ?,MÉDICAL
Quelle est la différence entre la catatonie et « l’indisponibilité émotionnelle » ?,MÉDICAL
Quelle est la différence entre la catatonie et « l’indisponibilité émotionnelle » ?,MÉDICAL
Quelle est la bonne façon de traiter les maux de dos ?,MÉDICAL
Quelle est la bonne façon de traiter les maux de dos ?,MÉDICAL
"Que dois-je faire si j'ai compté 25 aphtes dans la bouche qui sont extrêmement douloureux, pouvez-vous m'aider à découvrir comment atténuer la douleur ?",MÉDICAL
"Que dois-je faire si j'ai compté 25 aphtes dans la bouche qui sont extrêmement douloureux, pouvez-vous m'aider à découvrir comment atténuer la douleur ?",MÉDICAL
Que faire si j'ai un arc qui n'est pas connecté à un support de l'appareil Damon ?,MÉDICAL
Que faire si j'ai un arc qui n'est pas connecté à un support de l'appareil Damon ?,MÉDICAL
Que faire si j'ai les fesses très plates. ça n'existe presque pas. quels sont les conseils/exercices qui pourraient me donner de belles fesses ?,MÉDICAL
Que faire si j'ai les fesses très plates. ça n'existe presque pas. quels sont les conseils/exercices qui pourraient me donner de belles fesses ?,MÉDICAL
Que faire si j'ai du sang dans les selles ?,MÉDICAL
Que faire si j'ai du sang dans les selles ?,MÉDICAL
Quel traitement recommanderiez-vous en cas d'infestation par Demodex folliculorum ? Il apparaît à la base du nez et s'étend vers le bas. Merci!,MÉDICAL
Quel traitement recommanderiez-vous en cas d'infestation par Demodex folliculorum ? Il apparaît à la base du nez et s'étend vers le bas. Merci!,MÉDICAL
À quoi ressemblerait une morsure d’araignée sur la langue ?,MÉDICAL
À quoi ressemblerait une morsure d’araignée sur la langue ?,MÉDICAL
"Qu'est-ce qui causerait la pointe blanche de la luette ? Mal de gorge le matin, mais disparaît. La pointe blanche reste partout",MÉDICAL
"Qu'est-ce qui causerait la pointe blanche de la luette ? Mal de gorge le matin, mais disparaît. La pointe blanche reste partout",MÉDICAL
"Quand, après avoir conçu, vos mamelons peuvent-ils commencer à vous démanger ?",MÉDICAL
"Quand, après avoir conçu, vos mamelons peuvent-ils commencer à vous démanger ?",MÉDICAL
Quand puis-je donner à mon bébé le poulet et la viande qu'il a maintenant 8 mois ?,MÉDICAL
Quand puis-je donner à mon bébé le poulet et la viande qu'il a maintenant 8 mois ?,MÉDICAL
"Quand dois-je utiliser un test d’ovulation ? Matin, après-midi ou soir ?",MÉDICAL
"Quand dois-je utiliser un test d’ovulation ? Matin, après-midi ou soir ?",MÉDICAL
"Pourquoi le port d'une ceinture abdominale augmente-t-il ma tension artérielle ? Les valeurs diastolique et systolique ont augmenté de 10 points, me poussant dans la fourchette hypertensive de 135/105.",MÉDICAL
"Pourquoi le port d'une ceinture abdominale augmente-t-il ma tension artérielle ? Les valeurs diastolique et systolique ont augmenté de 10 points, me poussant dans la fourchette hypertensive de 135/105.",MÉDICAL
Pourquoi ai-je des douleurs à la paroi thoracique et des difficultés à respirer longtemps après l'entraînement ?,MÉDICAL
Pourquoi ai-je des douleurs à la paroi thoracique et des difficultés à respirer longtemps après l'entraînement ?,MÉDICAL
Pourquoi n'utilisez-vous pas un sans recycleur sur un patient qui hyperventile à cause de l'anxiété ?,MÉDICAL
Pourquoi n'utilisez-vous pas un sans recycleur sur un patient qui hyperventile à cause de l'anxiété ?,MÉDICAL
"Pourquoi ma poitrine me fait-elle mal lorsque je m'étire, que je tousse et que j'éternue ?",MÉDICAL
"Pourquoi ma poitrine me fait-elle mal lorsque je m'étire, que je tousse et que j'éternue ?",MÉDICAL
"Pourquoi le sang de mes règles est-il brun foncé, arrêté après 4 heures. Est-ce une période ?",MÉDICAL
"Pourquoi le sang de mes règles est-il brun foncé, arrêté après 4 heures. Est-ce une période ?",MÉDICAL
Est-ce que 3 u/s normaux et 5 d-dimères faibles sur une période de 4 semaines excluraient la TVP ? Même si les douleurs aux jambes sont toujours là ? Pas de rougeur ni de gonflement.,MÉDICAL
Est-ce que 3 u/s normaux et 5 d-dimères faibles sur une période de 4 semaines excluraient la TVP ? Même si les douleurs aux jambes sont toujours là ? Pas de rougeur ni de gonflement.,MÉDICAL
Y aurait-il des symptômes si les vertèbres du cou s'effondraient ?,MÉDICAL
Y aurait-il des symptômes si les vertèbres du cou s'effondraient ?,MÉDICAL
"Peau sèche âgée de 2 ans au-dessus de la lèvre et de la lèvre supérieure, irritée et/ou sèche. Piqûres atopiques cétaphylles régulières. Est-il acceptable de mettre de la vaseline ?  c'est rouge, irrité. Autre?",MÉDICAL
"Peau sèche âgée de 2 ans au-dessus de la lèvre et de la lèvre supérieure, irritée et/ou sèche. Piqûres atopiques cétaphylles régulières. Est-il acceptable de mettre de la vaseline ?  c'est rouge, irrité. Autre?",MÉDICAL
"Tout d’un coup, mes oreilles ont cessé de produire du cérumen. Quelle pourrait en être la cause ?",MÉDICAL
"Tout d’un coup, mes oreilles ont cessé de produire du cérumen. Quelle pourrait en être la cause ?",MÉDICAL
Quelqu'un a-t-il des suggestions diététiques pour un enfant de 10 ans souffrant de gastrite ?,MÉDICAL
Quelqu'un a-t-il des suggestions diététiques pour un enfant de 10 ans souffrant de gastrite ?,MÉDICAL
Un scanner récent avec contraste a révélé deux kystes sur le pancréas. Qu'est-ce que cela signifie? Antécédent de cancer du côlon et esld. Également une masse de 6 mm sur le foie.,MÉDICAL
Un scanner récent avec contraste a révélé deux kystes sur le pancréas. Qu'est-ce que cela signifie? Antécédent de cancer du côlon et esld. Également une masse de 6 mm sur le foie.,MÉDICAL
Y a-t-il des séquelles graves à une overdose d’héroïne ?,MÉDICAL
Y a-t-il des séquelles graves à une overdose d’héroïne ?,MÉDICAL
"Il y a quelque temps, j'ai développé des pertes blanches et grumeleuses, des démangeaisons, de petites bosses et une odeur étrange. Je suis enceinte de six mois et je n'ai pas de MST. Aide?",MÉDICAL
"Il y a quelque temps, j'ai développé des pertes blanches et grumeleuses, des démangeaisons, de petites bosses et une odeur étrange. Je suis enceinte de six mois et je n'ai pas de MST. Aide?",MÉDICAL
Les allergies aux ingrédients du dentifrice peuvent-elles provoquer de la diarrhée et des douleurs à l’estomac ?,MÉDICAL
Les allergies aux ingrédients du dentifrice peuvent-elles provoquer de la diarrhée et des douleurs à l’estomac ?,MÉDICAL
Un pedigree peut-il vous aider à retracer une maladie autosomique dominante ou autosomique récessive ?,MÉDICAL
Un pedigree peut-il vous aider à retracer une maladie autosomique dominante ou autosomique récessive ?,MÉDICAL
Une personne peut-elle être allergique aux plug-ins febreeze ? L'odeur de quelque chose ?,MÉDICAL
Une personne peut-elle être allergique aux plug-ins febreeze ? L'odeur de quelque chose ?,MÉDICAL
Un test d'urine peut-il montrer que vous avez des calculs rénaux ?,MÉDICAL
Un test d'urine peut-il montrer que vous avez des calculs rénaux ?,MÉDICAL
La thérapie cognitivo-comportementale peut-elle aider quelqu’un à arrêter de fumer ?,MÉDICAL
La thérapie cognitivo-comportementale peut-elle aider quelqu’un à arrêter de fumer ?,MÉDICAL
La dermatite de contact peut-elle provoquer des cicatrices ?,MÉDICAL
La dermatite de contact peut-elle provoquer des cicatrices ?,MÉDICAL
Puis-je boire du café pour éviter les maux de tête ?,MÉDICAL
Puis-je boire du café pour éviter les maux de tête ?,MÉDICAL
Puis-je prendre un verre de vin tout en prenant de la méthylprednisolone contre l'herbe à puce ?,MÉDICAL
Puis-je prendre un verre de vin tout en prenant de la méthylprednisolone contre l'herbe à puce ?,MÉDICAL
"L'apnée du sommeil peut-elle entraîner une perte de mémoire ? Et les pensées négatives ? J'ai reçu un diagnostic d'apnée du sommeil, mais je ne sais pas depuis combien de temps j'en souffre.",MÉDICAL
"L'apnée du sommeil peut-elle entraîner une perte de mémoire ? Et les pensées négatives ? J'ai reçu un diagnostic d'apnée du sommeil, mais je ne sais pas depuis combien de temps j'en souffre.",MÉDICAL
"Prendre DEPO shot peut-il vous rendre irritable ? Est-il normal d'avoir des pertes brunâtres pendant le traitement, mais pas de règles jusqu'à présent ? Cela fait 22 jours.",MÉDICAL
"Prendre DEPO shot peut-il vous rendre irritable ? Est-il normal d'avoir des pertes brunâtres pendant le traitement, mais pas de règles jusqu'à présent ? Cela fait 22 jours.",MÉDICAL
Pouvez-vous faire une intervention chirurgicale 13 semaines après la blessure initiale pour réparer le cubitus et le rayon cassé de la tige médiane montrant une mauvaise cicatrisation osseuse et qui semble guérir « courbé » (mauvais angle ?,MÉDICAL
Pouvez-vous faire une intervention chirurgicale 13 semaines après la blessure initiale pour réparer le cubitus et le rayon cassé de la tige médiane montrant une mauvaise cicatrisation osseuse et qui semble guérir « courbé » (mauvais angle ?,MÉDICAL
Pouvez-vous me parler de la maladie génétique la plus courante ?,MÉDICAL
Pouvez-vous me parler de la maladie génétique la plus courante ?,MÉDICAL
"Le rhume s'aggrave après 10 jours. Symptômes : mucosités, respiration plus courte, douleurs thoraciques, paupières scellées par du mucus la nuit. Est-ce plus qu'un rhume ? Que dois-je faire ensuite ?",MÉDICAL
"Le rhume s'aggrave après 10 jours. Symptômes : mucosités, respiration plus courte, douleurs thoraciques, paupières scellées par du mucus la nuit. Est-ce plus qu'un rhume ? Que dois-je faire ensuite ?",MÉDICAL
Les kystes ovariens pourraient-ils grossir pendant l’ovulation ?,MÉDICAL
Les kystes ovariens pourraient-ils grossir pendant l’ovulation ?,MÉDICAL
"Je me suis coupé le doigt il y a environ 10 heures. Il avait l'air profondément nettoyé et habillé, maintenant vous pouvez à peine dire que je l'ai coupé. Est-il possible de guérir cela rapidement ?",MÉDICAL
