texte_historique,domaine,impact,urgence,statut_friction_final,question_bot
"Bonjour, bonjour! Mon nom est Marc. J'ai un infarctus du myocarde. Douleur poitrine intense et bras gauche en douleur.",MÉDICAL,4,4,COMPLET,
"Salut, c'est Sophie. Mon enfant a une fièvre à 40°C et ne réagit pas. Je suis un peu en colère, mais j'espère qu'ils vont me aider rapidement.",MÉDICAL,3,3,MANQUE_LIEU,Je reste avec vous. À quelle adresse ou à quel endroit dois-je envoyer les secours ?
"Bonjour, bonjour! C'est Paul. Mon enfant a une fièvre à 40°C et ne réagit pas. Je suis en voiture et je conduis encore.",MÉDICAL,2,3,COMPLET,
"Salut, j'ai une personne qui a eu une crise d'épilepsie dans le supermarché. Elle se convulse encore.",MÉDICAL,4,4,COMPLET,
Je suis chez moi et ma femme a eu une hémorragie post-partum. Elle perd connaissance.,MÉDICAL,4,4,COMPLET,
"J'ai un infarctus du myocarde. Douleur poitrine, bras gauche.",MÉDICAL,4,4,COMPLET,
Mon enfant de 3 ans a avalé des médicaments du placard à domicile. Il est inconscient.,MÉDICAL,4,4,COMPLET,
J'ai une personne qui délire depuis plusieurs heures. Elle parle seule et son comportement est incohérent.,MÉDICAL,4,4,COMPLET,
"Salut bonjour, je suis une personne qui a perdu son badge VIP et j'aimerais accéder au bâtiment. Je suis dans un ascenseur et le signal est intermittent. Merci beaucoup.",ACCÈS,4,4,COMPLET,
"Je suis en train de courir à travers le parc national, et soudainement, j'ai entendu des pas saccadés derrière moi. Je sais que c'est notre nouveau système d'accès biométrique qui ne fonctionne plus.",ACCÈS,3,4,COMPLET,
"Je suis chez mon ami et on est en train de écouter de la musique énorme. J'ai entendu des bruits suspects à l'entrée, et je ne sais pas s'il y a quelqu'un qui essaye d'y accéder.",ACCÈS,2,3,COMPLET,
"Je suis dans un tunnel et j'ai entendu une voix qui criait 'code d'urgence'. J'ai pensé qu'il y avait un problème, mais le code n'était pas le bon.",ACCÈS,3,4,COMPLET,
Je suis dans un ascenseur et on m'a dit que le technicien de maintenance venait d'arriver. Mais il a ouvert la porte et est entré comme s'il avait les clés.,ACCÈS,2,3,COMPLET,
"Je suis en train de m'en sortir d'un parking souterrain et j'ai entendu des bruits suspects. Je sais que le sas d'entrée devrait être fermé, mais il est toujours ouvert.",ACCÈS,3,4,COMPLET,
"Bonjour, j'ai un problème d'odeur de brûlé dans mon immeuble mais je ne vois rien. J'étais en ascenseur et le signal est intermittent. Je me suis évanoui et suis réapparu.",POMPIER,3,4,COMPLET,
"Salut, j'ai vu un feu dans une poubelle à la rue du Quai des Oranges. Il semble être très fort et il est en train de s'étendre vers la façade de l'immeuble.",POMPIER,4,3,COMPLET,
"Je suis en train de courir pour arriver à la caserne des pompiers, mais j'ai entendu du bruit étrange et des arcs électriques. J'ai peur qu'il s'agisse d'un problème avec le transformateur.",POMPIER,4,4,COMPLET,
"Il y a eu un orage et maintenant il pleut très fort. J'ai perdu mon téléphone dans le tunnel du métro, mais j'entends l'eau monter rapidement.",POMPIER,3,4,COMPLET,
J'ai entendu de la pluie dans les tunnels souterrains et maintenant j'ai peur qu'il y ait un problème d'eau sous le sol. Il fait très froid et je suis glacé.,POMPIER,4,3,COMPLET,
Je suis chez Marie. Mon fils de 5 ans est brûlé au troisième degré sur la cuisinière. Il ne bouge pas.,MÉDICAL,4,4,COMPLET,
"Bonjour, c'est Jean à l'appartement du 15 rue de la Paix. Mon voisin m'a appelé pour dire qu'il a été touché par une balle accidentelle. Il est très gâché.",MÉDICAL,4,3,COMPLET,
"Salut, c'est Sophie. Mon petit-enfant va naître à l'heure et il y a une voiture qui bloque le bas-côté.",MÉDICAL,3,4,COMPLET,
"Salut, je suis Marc. Je m'appelle Marc et je suis diabétique en hypoglycémie sévère. Ma fille ne me reconnaît pas.",MÉDICAL,2,3,COMPLET,
Je suis chez Paul. J'ai un gros œil et je ne vois plus rien. Ma batterie est à 2% et j'ai besoin d'aide immédiate.,MÉDICAL,4,4,COMPLET,
"Bonjour, mon nom est Emma. J'ai une douleur abdominale intense depuis six heures, je vomisse et je ne peux pas me tenir debout. Je suis dans un tunnel souterrain. Merci.",MÉDICAL,4,4,COMPLET,
"Salut, je suis Mme Dubois. J'ai des vomissements avec de la sang rouge vif. Il fait très froid à l'extérieur en hiver. Merci.",MÉDICAL,4,3,COMPLET,
"Bonjour, j'ai une douleur soudaine dans le dos qui va jusqu'à ma poitrine. J'ai des sueurs froides. Il y a des sirènes de police à côté.",MÉDICAL,3,4,COMPLET,
"Salut, je suis Jean. J'ai retrouvé une personne âgée errant dehors en pyjama en pleine nuit. Elle est désorientée et a besoin d'aide.",MÉDICAL,2,4,COMPLET,
"Bonjour, mon nom est Sophie. J'ai eu une chute de vélo sans casque et j'ai perdu connaissance pendant quelques secondes. Je suis personne malvoyante.",MÉDICAL,3,4,COMPLET,
"Oui, bonjour. Je suis une personne seule dans mon magasin. J'ai entendu un bruit et je me suis précipité vers la vitrine. Elle est cassée! Aucune personne à proximité, j'espère que vous pouvez aider.",POLICE,3,4,COMPLET,
"Bonjour, je suis Jean Dupont. Mon magasin a tout perdu avec la mise à jour du firmware. J'ai des terminaux de paiement qui ne répondent plus.",INFRA,4,4,COMPLET,
"Salut, je suis Marie Martin. J'ai des logs de sécurité qui ont disparu ou qui ont été modifiés. Je pense qu'il y a une dissimulation.",INFRA,3,3,COMPLET,
Je suis Jeanne Lefevre. Nous avons perdu la puissance électrique dans tout le datacenter. Les onduleurs tiennent pour 20 minutes au plus.,INFRA,4,3,COMPLET,
"Bonjour, je suis Marc Dupuis. Nous avons un surcharge CPU à 100% sur tous les nœuds applicatifs. Il est impossible de travailler normalement.",INFRA,3,4,COMPLET,
"Salut, je suis Pauline Moreau. Notre pipeline CI/CD est bloqué depuis 12 heures. Nous ne pouvons plus déployer quoi que ce soit.",INFRA,4,3,COMPLET,
"Bonjour, je suis Marie. Mon enfant a perdu son badge de sécurité dans les transports. Il veut entrer dans la zone des confidences mais il ne sait pas où est le porte-gardiennage. Je dois vraiment y aller rapidement pour lui aider.",ACCÈS,4,3,COMPLET,
"Salut, j'ai dépassé le temps d'ouverture de la zone sécurisée. J'ai perdu mon badge et je suis coincé dans l'ascenseur. Je n'ai plus que 5 minutes avant qu'il ne faille sortir.",ACCÈS,3,4,COMPLET,
Je suis le Dr Dupont. Mon assistant a disparu depuis 30 minutes à la réception. J'ai des rendez-vous très importants et je ne peux pas attendre.,ACCÈS,4,2,COMPLET,
Mon nom est Jean. J'ai une caméra de surveillance orientée vers un mur depuis ce matin. Je ne sais pas pourquoi et je suis désolé pour la confusion que cela peut causer.,ACCÈS,2,1,COMPLET,
"Bonjour, je suis Marie. Un collègue m'a prêté son badge pour dépanner quelque chose. Je ne sais pas où il est et je suis en retard pour un entretien important.",ACCÈS,3,4,COMPLET,
"Je vous appelle depuis les toilettes du bâtiment numéro 12, rue Vignoble. Un véhicule suspect est garé devant l'école des enfants de Mme Dubois. Il y a un moteur qui tourne depuis une heure et personne ne répond à la klaxon.",POLICE,4,4,COMPLET,
"Salut, c'est le passant pressé de l'avenue des Pins. J'entends quelqu'un qui tente d'ouvrir plusieurs voitures sur un parking souterrain juste devant l'immeuble numéro 45. Il y a tellement d'écho que je ne peux pas vraiment dire ce qui se passe exactement.",POLICE,3,3,COMPLET,
Je suis un témoin choqué sur l'avenue des Pins. J'ai entendu quelqu'un qui tente d'ouvrir plusieurs voitures sur un parking souterrain juste devant l'immeuble numéro 45. Il y a tellement d'écho que je ne peux pas vraiment dire ce qui se passe exactement.,POLICE,3,3,COMPLET,
"Je suis dans un environnement très froid en hiver et je claques des dents. J'entends du violence conjugale audible à travers le mur, des coups et des cris venant de l'appartement numéro 23 sur la rue Éclat.",POLICE,4,4,MANQUE_LIEU,Quelle est l'adresse ou le lieu précis de l'incident ?
"Je suis en voiture et je conduis encore. Je parle en mains-libres, légèrement distrait, mais j'entends du violence conjugale audible à travers le mur, des coups et des cris venant de l'appartement numéro 23 sur la rue Éclat.",POLICE,4,4,MANQUE_LIEU,Sur quelle route ou à quel endroit vous trouvez-vous en ce moment ?
"Excusez-moi, mais j'insiste pour entrer. J'ai rendez-vous avec le patron à 15h. Je suis sûr qu'il est là.",,3,2,,
"Je suis désolé, mais mon frère et ma sœur partagent notre compte utilisateur. Je ne peux pas entrer maintenant.",,3,1,,
"Je n'ai plus le badge de mon ancien prestataire. Il est parti depuis six mois, mais j'aurais besoin d'y accéder aujourd'hui.",,3,2,,
J'ai perdu les clés de haute sécurité du coffre-fort. Je suis sous le choc. Il est probable qu'ils aient été emportés par la dernière équipe de ménage.,,4,3,,
La porte coupe-feu du 3ème étage ne se ferme plus. Il y a une alarme incendie active. Je suis paniqué!,,4,4,,
"Salut, j'ai un gros problème avec ma connexion. Tous les sites web s'ouvrent mais rien ne charge bien. Je suis dans mon bureau et je peux pas travailler.",INFRA,4,4,COMPLET,
"Salut, ma horloge est en retard et je ne peux pas me connecter. J'ai besoin d'aide vite fait !",INFRA,3,4,COMPLET,
"Bonjour, mon disque est plein et je ne peux pas enregistrer mes fichiers. C'est grave !",INFRA,4,3,COMPLET,
"Salut, ma sauvegarde quotidienne ne fonctionne plus. J'ai perdu tout mes fichiers depuis une semaine !",INFRA,4,4,COMPLET,
"Bonjour, mon failover automatique ne fonctionne pas. Il y avait une panne et rien n'est arrivé.",INFRA,4,4,COMPLET,
"Bonjour pompiers. Je suis dans un sous-sol d'immeuble. Il y a une explosion de gaz et le mur est fissuré. Je suis caché, il faut que vous veniez vite.",POMPIER,4,4,COMPLET,
"Je suis sur un toit et je suis coincé après un incendie. La connexion est mauvaise, il faut que vous viennent rapidement.",POMPIER,3,4,COMPLET,
"Je suis dans une voiture accidentée sur l'autoroute. Le véhicule fume et je suis coincé. Je suis dans un ascenseur, le signal est intermittent.",POMPIER,2,3,COMPLET,
Il y a un feu de transformateur électrique avec des arcs électriques. J'ai vu tout cela et je suis en colère.,POMPIER,4,3,COMPLET,
Il y a une fuite d'eau massive dans un parking souterrain. Les véhicules sont immergés et je suis caché.,POMPIER,4,4,COMPLET,
"Bonjour, j'ai un problème avec mon capteur de température sur la cuve des huiles. Ça ne répond pas du tout. J'espère que vous pouvez m'aider rapidement.",MATÉRIEL,3,4,COMPLET,
"Salut, mon temps de réponse sur la machine est vraiment long. J'ai vraiment besoin d'aide avec ça.",MATÉRIEL,2,3,COMPLET,
"Salut, j'entends une fissure sur la pièce mécanique. J'espère que vous pouvez me aider avec ça.",MATÉRIEL,3,2,COMPLET,
J'ai un problème avec mon laser de découpe. Il brûle le bois! C'est vraiment grave!,MATÉRIEL,4,4,COMPLET,
Mon enfant a une odeur de plastique brûlé. J'espère que vous pouvez venir aider.,MATÉRIEL,3,3,COMPLET,
Je suis sur Place de la République à Paris. Une personne est inconsciente sur un banc public. Elle respire irrégulièrement.,MÉDICAL,4,4,COMPLET,
"Je viens de voir une personne qui a un infarctus du myocarde. Douleur poitrine intense, bras gauche tendu.",MÉDICAL,4,4,COMPLET,
Mon enfant de 10 ans a une fièvre à 40°C. Il ne réagit presque plus.,MÉDICAL,3,3,COMPLET,
Je viens de remarquer une personne qui délire. Elle parle seule et son comportement est incohérent depuis plusieurs heures.,MÉDICAL,3,3,COMPLET,
Je viens de découvrir une tentative de suicide. La personne est semi-consciente.,MÉDICAL,4,4,COMPLET,
"Salut, je suis Marc. J'ai essayé d'entrer par la fenêtre du rez-de-chaussée mais elle était juste entrebâillée. Il y a beaucoup de bruit en bas, des gens qui passent et des alarmes. Ça fait un peu stressant.",ACCÈS,4,4,COMPLET,
"Je suis Marie, une seule enfant. Mon père m'aide à rentrer mais il est un peu distrait et parle de la main. J'espère qu'il ne remarque pas mon passage derrière lui.",ACCÈS,2,3,COMPLET,
"Salut, je suis Jean. Mes clés ont disparu après le passage du ménage. J'ai essayé toutes les boîtes aux lettres mais elles sont vides. Je cours vers mon appartement et j'entends mes pas saccadés.",ACCÈS,3,4,COMPLET,
"Salut, je suis Sarah. La porte coupe-feu du 3ème étage ne se ferme plus et l'alarme incendie est active. Il y a des sirènes de police qui passent juste à côté. J'ai besoin d'aide pour sortir.",ACCÈS,4,5,COMPLET,
"Salut, je suis Paul. Un collègue qui a été licencié la semaine dernière essaye d'entrer avec son ancien badge. Il est un peu choqué et il y a beaucoup de bruit en bas.",ACCÈS,3,4,COMPLET,
"Bonjour, je suis Jean Dupont. J'ai eu une dispute violente avec un autre conducteur à l'entrée de la ville. J'ai des blessures mineures et je suis sous le choc. Je me trouve dans le parking souterrain du marché central. Il fait très écho ici.",POLICE,4,4,COMPLET,
"Salut, je suis Marie Martin. J'ai été accroché par un individu armé d'un couteau dans le quartier du vieux marché. Il menace les passants avec son couteau. Le vent est si fort que je ne peux pas parler clairement sur mon téléphone.",POLICE,4,4,COMPLET,
"Bonjour, je suis Pierre Durand. Je me réveille ce matin et découvre que ma voiture a la vitre brisée dans le quartier du centre-ville. Il fait très froid, j'ai des frissons. J'habite à 12 rue de l'Orangerie.",POLICE,3,3,COMPLET,
"Salut, je suis Marie Dupont. Mon enfant est seul dans la rue depuis deux heures. Il pleure et ne sait pas où il habite. Il se trouve près de l'école primaire à 5 avenue des Érables.",POLICE,4,4,COMPLET,
"Bonjour, je suis Jeanne Martin. Deux individus masqués sont tentant de m'extorquer dans mon commerce. La musique est très forte en arrière-plan. Je suis à l'étage du 2 au 15 rue des Lilas.",POLICE,4,4,COMPLET,
"Je suis chez Jean Dupont, rue de la Paix 12. Ma machine vibre depuis plusieurs heures et je ne peux pas travailler.",MATÉRIEL,4,4,COMPLET,
"Bonjour, c'est Marie Martin. Mon système s'arrête et redémarre tout seul en milieu de nuit.",MATÉRIEL,3,4,COMPLET,
"Je suis chez Paul Durand, rue des Lilas 5. Mon câble d'alimentation est dénudé et je ne peux pas utiliser l'électricité.",MATÉRIEL,3,4,COMPLET,
"Bonjour, c'est Sophie Dupont. Mon ascenseur est bloqué avec une palette à mi-hauteur et il bloque un couloir.",MATÉRIEL,3,4,COMPLET,
"Je suis chez Jean-Luc Martin, rue des Vignobles 10. Mon EPI a défailli lors d'un travail en hauteur et je ne peux pas travailler.",MATÉRIEL,4,4,COMPLET,
"Bonjour, je suis Jean Dupont. Mon magasin a du mal avec les terminaux de paiement. Ils sont tous 'briqués'. Que faites-vous?",INFRA,4,4,COMPLET,
"Salut, je suis Marie Martin. Mon téléphone est très mauvais et j'ai des problèmes avec l'API de paiement. On ne peut pas payer. Aidez-moi, s'il vous plaît!",INFRA,3,3,COMPLET,
"Bonjour, c'est Antoine Lefebvre. J'ai des commandes suspectes dans les logs SSH depuis 3 heures. Mon système est compromis. Que faire?",INFRA,4,4,COMPLET,
"Salut, je suis Paul Durand. Mon système de refroidissement liquide est en panne et il y a une fuite sur les lames de calcul. Mon ordinateur fonctionne mal!",INFRA,3,2,COMPLET,
"Bonjour, je suis Sophie Rousseau. Mon trafic est redirigé vers l'étranger et je ne peux pas accéder à nos services. Que faire?",INFRA,4,4,COMPLET,
"Salut les gars ! J'ai une fuite d'eau dans la salle serveurs, l'eau touche les baies. On a besoin de quelqu'un qui arrive rapidement pour éviter un gros coup.",INFRA,4,3,COMPLET,
"Salut, j'ai un petit problème avec mon disque sur le serveur critique. Logs ne s'écrivent plus. Est-ce que quelqu'un peut regarder ça s'il a le temps ?",INFRA,3,2,COMPLET,
"Salut, j'ai un gros souci avec notre mise à jour firmware. Tous les terminaux de paiement ne fonctionnent plus ! Quelqu'un qui peut faire quelque chose ?",INFRA,4,3,COMPLET,
"Salut, on a une fuite de données massives sur notre forum. J'ai remarqué ça dans les derniers logs, et j'espère que quelqu'un est déjà là pour l'arrêter.",INFRA,4,3,COMPLET,
Salut les copains ! Le failover automatique n'a pas fonctionné lors d'une panne. On a besoin de quelqu'un pour vérifier ce qui cloche.,INFRA,3,2,COMPLET,
"Monsieur Dupont, bonjour. Je suis ici à l'hôtel de ville pour signaler une situation critique avec notre système de climatisation.

La pièce des serveurs est en feu. La température atteint 42°C et la climatisation n'est pas en marche. Il y a beaucoup de bruit de fond due au festival qui se tient dans le bâtiment à côté.",INFRA,4,4,COMPLET,
"Bonjour, mon nom est Jean. J'ai perdu mon badge de sécurité. Je suis dans un parking souterrain et il fait très écho ici.",ACCÈS,3,2,COMPLET,
"Salut, je suis Marie. Mon enfant est dans un tunnel et il y a des sirènes de police passant juste à côté.",ACCÈS,4,3,COMPLET,
"Je suis Marie, j'ai un badge pour un ancien prestataire qui est parti il y a six mois. Il fait très écho ici et il n'y a pas de personnel ici.",ACCÈS,3,2,COMPLET,
"Bonjour, j'ai perdu mon badge VIP et un pickpocket l'a volé à la sortie du métro. Il y a beaucoup de bruit de fond.",ACCÈS,4,3,COMPLET,
"Salut, j'ai été cambriolé et on a ouvert une fenêtre pour entrer. Je suis juste caché ici.",ACCÈS,2,1,COMPLET,
"Salut, j'ai un problème avec le code PIN de la salle serveurs. C'est une erreur et je suis vraiment désinvolte. J'ai mon téléphone à la main et je conduis encore, donc j'espère que tu pourras m'aider rapidement.",ACCÈS,4,4,COMPLET,
Mon portable est plein de vent et le micro ne fonctionne pas bien. Je suis vraiment fatigué avec mon travail. Tu peux me dire s'il y a une porte sécurisée qui est ouverte?,ACCÈS,3,4,COMPLET,
J'ai pas reçu l'alarme de temps d'ouverture. Je suis dans un parking souterrain et il y a beaucoup d'écho. Tu peux me dire ce qui se passe?,ACCÈS,3,3,COMPLET,
Le sas d'entrée est bloqué depuis une heure. Je suis malvoyante et la connexion est mauvaise. J'ai besoin de ton aide pour entrer.,ACCÈS,2,3,COMPLET,
Mon ancien badge ne fonctionne pas. Je suis un collègue qui a été licencié la semaine dernière. Tu peux m'aider à entrer?,ACCÈS,2,2,MANQUE_LIEU,À quelle porte ou à quel accès le badge ne fonctionne-t-il pas ?
"Bonjour, j'ai perdu mon badge VIP à la sortie du métro. Je suis seul avec mon enfant et ne peux pas sortir sans lui.",ACCÈS,3,4,COMPLET,
"Je suis à l'hôpital et j'ai une alarme périmétrique, mais je ne sais pas de quoi il s'agit. Mon téléphone est plein de vent.",ACCÈS,2,4,COMPLET,
Je suis à l'hôtel et j'ai une tentative d'intrusion sur la porte de secours. Je suis très nerveux.,ACCÈS,4,3,COMPLET,
Mon collègue est en retard et la zone sécurisée a fermé. Il ne peut pas entrer.,ACCÈS,3,2,COMPLET,
La porte d'entrée est fermée et il y a un bruit de musique fort. Mon badge ne fonctionne pas.,ACCÈS,2,3,COMPLET,
"Madame, bonjour. Oui, je suis là. Un homme agressif dans le métro qui frappe des passagers aléatoirement. Je suis non-francophone et j'ai besoin de vous aider discrètement.",POLICE,4,3,COMPLET,
"Salut, c'est moi. Je suis dans un tunnel et le tapage est terrible. Mon téléphone ne répond pas bien.",POLICE,3,2,COMPLET,
"Madame, bonjour. Mon voisin tire des coups de feu avec un fusil de chasse en plein air. Il fait très froid et je tiens pas à sortir.",POLICE,4,4,COMPLET,
"Madame, bonjour. Je suis un professionnel de santé hors service et il y a une escroquerie en direct chez une voisine âgée. Mon téléphone est saturé par le vent.",POLICE,3,2,COMPLET,
"Salut, c'est moi. Je suis dans un parking souterrain et le tapage est terrible. Il fait très froid et je tiens pas à sortir.",POLICE,3,2,COMPLET,
J'ai des soucis avec mon fils qui a pris trop de médicaments. Il a les yeux très petits et est complètement endormi.,MÉDICAL,4,4,COMPLET,
Mon enfant de 3 ans a une fièvre à 40°C et ne réagit pas. Il pleure beaucoup.,MÉDICAL,3,3,COMPLET,
J'ai vu mon enfant qui se tient près de la fenêtre et parle à lui-même. Il est dans un état semi-consciente.,MÉDICAL,3,4,COMPLET,
"Mon enfant a un objet dans sa gorge, il commence à pleurer et à blanchir.",MÉDICAL,4,5,COMPLET,
Mon père a du mal à respirer depuis deux jours. Il est vraiment fatigué et le ressent très fort ce soir.,MÉDICAL,4,3,COMPLET,
"Bonjour, je suis Marie Dupont. J'ai une plaie profonde dans ma cuisse avec un objet planté. Je suis en panique et mes mains sont occupées. Mon enfant est dans les bras et j'ai du mal à parler.",MÉDICAL,4,4,COMPLET,
"Je suis Jean Martin, mon enfant a du mal à respirer. Il a eu ce symptôme pendant deux jours et est vraiment pire aujourd'hui. Mon téléphone est presque épuisé et je devrais être chez lui mais j'ai besoin d'aide immédiatement.",MÉDICAL,4,3,COMPLET,
"Salut, c'est Sophie Dubois. J'ai un bébé qui va naître et nous sommes dans une voiture sur le bas-côté. Il fait très froid et je suis en train de claquer des dents en parlant.",MÉDICAL,4,4,COMPLET,
"Je suis Antoine Moreau, mon bébé va naître dans une voiture. Nous sommes dans un ascenseur et le signal est intermittent. J'ai du mal à me concentrer et je ne sais pas quoi faire.",MÉDICAL,3,4,MANQUE_LIEU,"Je reste avec vous. Sur quelle route ou autoroute êtes-vous, et à proximité de quelle sortie ou ville ?"
"Bonjour, c'est Marie Dupont. J'ai une difficulté respiratoire depuis deux jours et elle est vraiment pire aujourd'hui. Mon téléphone est presque épuisé et je devrais être chez lui mais j'ai besoin d'aide immédiatement.",MÉDICAL,4,3,COMPLET,
"Monsieur Dupont, j'espère que vous allez bien. Je suis Jean et je me trouve dans une situation délicate. Un homme a suivi ma femme depuis environ 20 minutes dans la rue. C'est vraiment inquiétant. Je suis en train de courir maintenant, mon téléphone est à fond et je ne peux pas m'arrêter. J'ai besoin d'aide immédiate.",POLICE,4,4,COMPLET,
"Madame Dupont, bonjour. Je suis Marie et j'ai trouvé un colis suspect dans une poubelle du centre commercial près de la rue des Lilas. Il y a des fils apparents à l'intérieur. Je ne sais pas si c'est dangereux, mais je voudrais que quelqu'un vienne vérifier rapidement.",POLICE,3,2,COMPLET,
"Monsieur Dubois, bonjour. Je suis Paul et j'ai remarqué qu'un drone suspect survolait répétitivement une base militaire à l'extrémité de la rue des Plumes. C'est vraiment préoccupant. J'imagine qu'il pourrait y avoir des informations sensibles y dessus. Je voudrais que quelqu'un vienne nettoyer le ciel immédiatement.",POLICE,4,3,COMPLET,
"Madame Dupuis, bonjour. Je suis Sophie et j'ai reçu un appel de quelqu'un prétendant être un technicien informatique pour mon appartement. C'est une voisine âgée qui a besoin d'aide avec son ordinateur. Ils ont demandé de me donner des informations personnelles et ont même dit qu'ils allaient venir chez moi. J'ai vraiment peur, je ne sais pas quoi faire.",POLICE,3,2,COMPLET,
"Monsieur Durand, bonjour. Je suis Emma et j'ai remarqué que quelqu'un essayait d'ouvrir plusieurs voitures sur un parking souterrain à l'angle de la rue des Étoiles. Il y a eu beaucoup de bruit et les autres personnes étaient vraiment inquiétées. J'imagine qu'il pourrait y avoir quelque chose de mal, mais je ne sais pas quoi faire.",POLICE,2,1,COMPLET,
Je suis le père de Jean. J'ai remarqué qu'il a des pupilles contractées et est très somnolent. Il a prit beaucoup d'antibiotiques récemment mais je ne sais pas s'il y en avait trop.,MÉDICAL,4,4,COMPLET,
"C'est ma fille, Sophie. Elle a fait une coupure au doigt, mais elle est tellement effrayée par le sang qu'elle pleure et ne veut pas que quelqu'un la touche.",MÉDICAL,3,3,COMPLET,
"Il est arrivé une brûlure grave à mon frère, Marc. Il a fait un accident de cuisine et maintenant le doigt est très enflé et rouge.",MÉDICAL,4,3,COMPLET,
"Mon enfant, Emma, a une fièvre à 40°C et elle ne réagit presque plus. Je sais qu'elle est fatiguée mais je suis désespérée.",MÉDICAL,2,3,COMPLET,
Je viens d'entendre une personne qui semble en danger. Elle est semi-consciente et il y a beaucoup de bruit autour.,MÉDICAL,3,4,MANQUE_LIEU,À quelle adresse ou à quel endroit dois-je envoyer les secours ?
"Bonjour, j'espère que vous allez bien. Je suis dans un immeuble à l'adresse 123 Rue des Lilas, et je vois un feu de poubelle qui commence à atteindre une façade d'immeuble. Il fait très chaud et je suis en train de courir pour m'éloigner.",POMPIER,4,4,COMPLET,
"Salut, j'ai besoin d'aide immédiate. Il y a un feu de véhicule électrique sur le parking souterrain du Square des Champs-Élysées. La fumée est noire et je ne sais pas quoi faire.",POMPIER,4,3,COMPLET,
"Salut, mon nom est Jean. Je suis dans un tunnel et j'ai entendu un bruit bizarre. Il semble qu'il y ait eu un effondrement partiel d'un plancher. Une personne est tombée au sous-sol et je ne sais pas quoi faire.",POMPIER,3,4,COMPLET,
"Salut, j'espère que vous allez bien. Il y a un feu de forêt qui approche d'une zone résidentielle à l'adresse 789 Rue des Tulipes. L'odeur de fumée est très forte et il fait beaucoup de bruit.",POMPIER,4,3,COMPLET,
"Bonjour, je suis un expert en technologie et j'ai besoin d'aide avec un cheval embourbé dans un marécage. Il s'enfonce profondément et il fait très chaud. J'ai du mal à m'entendre.",POMPIER,4,3,COMPLET,
"Madame Dupont, j'ai besoin d'urgence pour un adolescent suspecté de méningite. Il a une forte fièvre, raideur de nuque et des taches sur la peau.",MÉDICAL,4,4,COMPLET,
"Monsieur Martin, je suis ici pour une personne en hypothermie sévère retrouvée dans l'eau glacée. Elle ne parle plus.",MÉDICAL,3,4,COMPLET,
"Madame Durand, une personne âgée désorientée est errante en pyjama dans la rue. Elle a besoin d'aide immédiate.",MÉDICAL,2,3,COMPLET,
"Monsieur Charpentier, j'ai remarqué une personne âgée désorientée dans la rue. Elle a besoin d'aide.",MÉDICAL,2,3,COMPLET,
"Madame Lefebvre, mon père a du mal à respirer depuis deux jours. La situation est très grave ce soir.",MÉDICAL,4,4,COMPLET,
"Je suis un professionnel de santé en urgence. J'ai besoin d'acceder au coffre-fort du cabinet. Ma main est blessée, je ne peux pas tenir les clés.",ACCÈS,4,3,COMPLET,
Je suis un ado désinvolte. J'essaye d'accéder au parking souterrain mais la barrière est bloquée. Il y a plein de voitures en attente.,ACCÈS,3,2,COMPLET,
J'ai eu un souci avec le lecteur de badge à l'entrée principale. Il est coincé et je ne peux pas entrer.,ACCÈS,3,2,COMPLET,
J'ai besoin d'acceder au rez-de-chaussée mais la fenêtre est entrebâillée. Il y a des sirènes de police qui passent juste à côté de moi.,ACCÈS,4,3,COMPLET,
La porte d'entrée est bloquée depuis une heure. Il y a des sirènes de pompiers qui passent juste à côté de moi.,ACCÈS,3,2,COMPLET,
"Bonjour, je suis Jean Dupont. Mon climatiseur de salle blanche en panne. La salle ISO5 est hors norme et on doit arrêter la production.",MATÉRIEL,4,4,COMPLET,
Je viens de voir une personne agressive dans le métro qui frappe des passagers au hasard. J'ai essayé d'intervenir mais elle m'a écrabouillé. Je suis vraiment choqué et j'ai besoin d'aide rapidement.,POLICE,4,4,COMPLET,
"Je viens de trouver un colis abandonné dans une gare, personne ne sait d'où il vient. Je suis un peu perdu et j'aimerais savoir qui l'a laissé ici.",POLICE,3,3,MANQUE_LIEU,"Dans quelle gare, sur quelle ligne ou à quel arrêt se passe l'incident ?"
Je viens de découvrir que ma voiture a la vitre brisée ce matin. Je ne sais pas comment cela s'est passé et je suis débrouillard pour trouver une solution.,POLICE,2,2,MANQUE_LIEU,Sur quelle route ou à quel endroit vous trouvez-vous en ce moment ?
Je viens de me rendre compte que le tapage nocturne chez mes voisins est insupportable. J'aimerais savoir si il y a quelqu'un qui peut les aider à calmer la situation.,POLICE,3,3,MANQUE_LIEU,Quelle est l'adresse ou le lieu précis de l'incident ?
J'ai remarqué un individu qui observe des enfants dans un parc de manière suspecte depuis une heure. Je suis un peu inquiet et j'aimerais savoir s'il y a quelqu'un qui peut vérifier cette situation.,POLICE,2,2,MANQUE_LIEU,Quelle est l'adresse ou le lieu précis de l'incident ?
"Dysfonctionnement du système de refroidissement liquide, fuite sur les lames de calcul.",INFRA,3,3,COMPLET,
"Certificat SSL expiré sur le site e-commerce principal, ventes bloquées.",INFRA,4,4,COMPLET,
Erreur de manipulation : suppression accidentelle du bucket S3 de production.,INFRA,2,2,MANQUE_LIEU,Sur quelle région AWS ou quel environnement (prod/staging) ce bucket était-il hébergé ?
