texte_historique,domaine,impact,urgence,statut_friction_final,question_bot
"VPN Cisco AnyConnect erreur 429 Too Many Connections depuis 7h. 200 télétravailleurs bloqués. Toute la direction commerciale et marketing impactée. Concentrateur VPN hébergé OVH, région Paris. Dernier audit fonctionnel hier.",INFRA,3,3,COMPLET,
"Notre ERP principal est HS, erreur 503 Service Unavailable. Mon téléphone est presque déchargé.",INFRA,4,4,MANQUE_PERIMETRE_IMPACT,"Quels départements sont bloqués ? La production, la comptabilité, le commercial ?"
"Mon collègue douleur poitrine, transpire, bras gauche engourdi. La connexion est mauvaise.",MÉDICAL,4,4,MANQUE_ANTECEDENTS,Quel est l'âge de votre collègue ? A-t-il des antécédents cardiaques ou prend-il des médicaments ?
L'authentification Active Directory est KO pour tous les employés. Je tremble en appelant.,INFRA,4,4,MANQUE_CODE_ERREUR,Quel message d'erreur les utilisateurs voient-ils ? Les contrôleurs de domaine sont-ils joignables ?
Il y a un incendie dans une zone industrielle près d'ici. J'ai du mal à parler.,POMPIER,4,4,MANQUE_MATIERE_DANGEREUSE,"Savez-vous si des matières inflammables, des produits chimiques ou du gaz sont stockés dans ce bâtiment ?"
"Un appartement brûle, les flammes sortent par la fenêtre. Je chuchote, je suis caché.",POMPIER,4,4,MANQUE_PROPAGATION,Les flammes atteignent-elles les appartements voisins ou le toit ?
J'ai chuté et j'ai mal au dos. Je tremble en appelant.,MÉDICAL,2,2,MANQUE_SYMPTOMES,Ressentez-vous des fourmillements dans les membres ou avez-vous du mal à bouger ?
"Il y a un incendie dans notre école, les enfants ont peur. Mon téléphone est presque déchargé.",POMPIER,4,4,MANQUE_EVACUATION,L'école est-elle en train d'être évacuée ? Connaissez-vous le nombre d'élèves présents ?
"Le serveur principal est en panne, les utilisateurs ne peuvent plus travailler. Je tremble en appelant.",INFRA,4,4,MANQUE_CODE_ERREUR,Quel message d'erreur ou code s'affiche dans les logs ou sur les postes des utilisateurs ?
"Mon collègue douleur poitrine, transpire, bras gauche engourdi. J'ai du mal à parler.",MÉDICAL,4,4,MANQUE_ANTECEDENTS,Quel est l'âge de votre collègue ? A-t-il des antécédents cardiaques ou prend-il des médicaments ?
"Il y a quelqu'un d'effondré dans les toilettes, la porte est fermée. J'ai du mal à parler.",MÉDICAL,3,3,MANQUE_CONSCIENCE,La personne répond-elle quand vous frappez et vous appelez ? Voyez-vous sous la porte ?
J'ai des vertiges intenses et des maux de tête. Je tremble en appelant.,MÉDICAL,3,3,MANQUE_ANTECEDENTS,"Quel est votre âge ? Avez-vous des antécédents de migraines, d'hypertension ou d'AVC ?"
Accident de voiture sur l'A7 km 245 direction Marseille. Deux véhicules dont un en feu. Conducteur piégé dans le premier véhicule. Pas de produits dangereux. Trois blessés debout.,POMPIER,4,4,COMPLET,
"Mon collègue douleur poitrine, transpire, bras gauche engourdi.",MÉDICAL,4,4,MANQUE_ANTECEDENTS,Quel est l'âge de votre collègue ? A-t-il des antécédents cardiaques ou prend-il des médicaments ?
"Il y a quelqu'un d'effondré dans les toilettes, la porte est fermée. Je tremble en appelant.",MÉDICAL,3,3,MANQUE_CONSCIENCE,La personne répond-elle quand vous frappez et vous appelez ? Voyez-vous sous la porte ?
"Un feu s'est déclaré dans notre bâtiment, l'alarme sonne.",POMPIER,3,3,MANQUE_PROPAGATION,Voyez-vous de la fumée dans les couloirs ? Le feu semble-t-il localisé ou s'étendre ?
"Attaque ransomware détectée sur le réseau interne du siège Paris 8ème. Fichiers chiffrés sur le NAS. Environ 30 postes touchés, production partiellement arrêtée. Sauvegarde externe non touchée à ce stade. Il y a beaucoup de bruit de fond.",INFRA,4,4,COMPLET,
Mon père est tombé dans le couloir.,MÉDICAL,3,3,MANQUE_CONSCIENCE,Votre père réagit-il quand vous lui touchez l'épaule ou que vous lui parlez ?
Mon mari a chuté et ne bouge plus.,MÉDICAL,4,4,MANQUE_CONSCIENCE,Votre mari répond-il ? Approchez votre oreille de sa bouche : respirez-vous son souffle ?
Quelqu'un suit une femme depuis plusieurs rues. Je tremble en appelant.,POLICE,3,3,MANQUE_DESCRIPTION_SUSPECT,"Décrivez le suspect : sexe, âge approximatif, vêtements, est-il toujours en train de la suivre ?"
Ma voisine a l'air de faire un malaise sur le palier. Il y a beaucoup de bruit de fond.,MÉDICAL,3,3,MANQUE_ZONE_CORPS,"Qu'est-ce que vous observez chez elle : est-elle consciente, tient-elle debout ?"
Notre site web est totalement inaccessible depuis ce matin.,INFRA,3,3,MANQUE_CODE_ERREUR,"Quelle erreur HTTP s'affiche ? 502, 503, timeout ? Le serveur répond-il au ping ?"
"Bonjour, je crois que mon copain a fait une crise de quelque chose. Je chuchote, je suis caché.",MÉDICAL,3,3,MANQUE_ZONE_CORPS,D'accord. Où votre copain a-t-il mal ou qu'est-ce qui vous a alerté sur lui ?
"Feu de cuisine 22 rue Victor Hugo Nantes, RDC. Maîtrisé partiellement avec l'extincteur. Fumée dense dans l'appartement. Personne blessée. Locataire à l'extérieur. Je suis essoufflé.",POMPIER,2,2,COMPLET,
"Mon fils a avalé un produit, il vomit, produit de nettoyage.",MÉDICAL,4,4,MANQUE_ANTECEDENTS,Quel est l'âge de votre fils ? A-t-il des allergies connues ou d'autres problèmes de santé ?
"Je me suis coupé au pouce en cuisinant, coupure profonde 3 cm, saignement important malgré compression. 35 ans, pas de traitement anticoagulant. Chez moi, 7 rue des Capucines, Rennes. La connexion est mauvaise.",MÉDICAL,2,3,COMPLET,
J'ai vu quelqu'un forcer la vitrine du bijoutier. Je suis essoufflé.,POLICE,3,3,MANQUE_DESCRIPTION_SUSPECT,Les suspects sont-ils encore sur place ou ont-ils fui ? Pouvez-vous les décrire ?
Il y a un conflit entre deux groupes devant le bar.,POLICE,3,3,MANQUE_ARME,Des armes sont-elles visibles ? Combien de personnes sont impliquées environ ?
Mon badge ne fonctionne plus.,ACCÈS,2,2,MANQUE_TYPE_ERREUR_ACCES,"Le badge est-il rejeté avec un bip rouge, ou le lecteur ne réagit-il pas du tout ?"
Mon mari s'est blessé en faisant du jardinage. Mon téléphone est presque déchargé.,MÉDICAL,2,2,MANQUE_ZONE_CORPS,Où votre mari est-il blessé exactement ?
Mon genou a gonflé après une chute. Je tremble en appelant.,MÉDICAL,2,2,MANQUE_SYMPTOMES,Pouvez-vous plier le genou ? Y a-t-il un craquement lors de la chute ?
J'ai avalé des médicaments par erreur. J'ai du mal à parler.,MÉDICAL,4,4,MANQUE_ANTECEDENTS,Quel médicament et quelle quantité estimez-vous avoir avalé ? Quel est votre âge ?
"Mal de tête violent, soudain, le pire de ma vie, vertiges. 45 ans, pas d'antécédent. Au travail, bureau 304, 42 boulevard Haussmann, Paris 8ème.",MÉDICAL,4,4,COMPLET,
"J'ai 42 ans, douleur thoracique irradiante bras gauche, sueurs froides depuis 30 min. Pas d'antécédent. Suis au bureau 201 tour Montparnasse Paris. Je chuchote, je suis caché.",MÉDICAL,4,4,COMPLET,
Le VPN ne se connecte plus pour aucun collaborateur distant.,INFRA,3,3,MANQUE_CODE_ERREUR,Quel message d'erreur le client VPN affiche-t-il ? Code d'erreur 800 ? Authentification échouée ?
"J'ai perdu connaissance quelques secondes après un choc à la tête en vélo. 31 ans, pas d'allergie. Au sol rue Victor Hugo face au numéro 22, Nantes. Je suis essoufflé.",MÉDICAL,3,3,COMPLET,
Mon fils a avalé quelque chose qui traînait dans le placard. J'ai du mal à parler.,MÉDICAL,4,4,MANQUE_SYMPTOMES,Quel produit a-t-il avalé et en quelle quantité ? Vomit-il ? A-t-il l'air de suffoquer ?
"Le serveur de base de données est tombé, messages d'erreur SQL partout. Je chuchote, je suis caché.",INFRA,4,4,MANQUE_PERIMETRE_IMPACT,Combien d'utilisateurs ou de services sont impactés ? Toute l'entreprise ou un site spécifique ?
"Il y a un incendie dans l'immeuble en face, de la fumée partout. Il y a beaucoup de bruit de fond.",POMPIER,4,4,MANQUE_PERSONNES_PIEGES,Y a-t-il des personnes encore bloquées à l'intérieur ? Entendez-vous des cris aux fenêtres ?
"Mon fils a avalé un produit, il vomit, produit de nettoyage. Je suis essoufflé.",MÉDICAL,4,4,MANQUE_ANTECEDENTS,Quel est l'âge de votre fils ? A-t-il des allergies connues ou d'autres problèmes de santé ?
"Il y a un incendie dans notre école, les enfants ont peur.",POMPIER,4,4,MANQUE_EVACUATION,L'école est-elle en train d'être évacuée ? Connaissez-vous le nombre d'élèves présents ?
J'ai mal à la jambe et je ne peux plus marcher. Mon téléphone est presque déchargé.,MÉDICAL,3,3,MANQUE_SYMPTOMES,"Y a-t-il une déformation visible, un gonflement, et la jambe supporte-t-elle votre poids ?"
"Fuite de gaz odeur très forte 3 rue Carnot Bordeaux. Immeuble 4 étages. Résidents évacués, gaz non coupé, pas de flamme. Dernier locataire sorti il y a 2 min. Mon téléphone est presque déchargé.",POMPIER,3,4,COMPLET,
"Il y a quelqu'un d'effondré dans les toilettes, la porte est fermée. Je chuchote, je suis caché.",MÉDICAL,3,3,MANQUE_CONSCIENCE,La personne répond-elle quand vous frappez et vous appelez ? Voyez-vous sous la porte ?
"Braquage en cours Banque Crédit Mutuel 22 boulevard Gambetta Rennes. Deux hommes cagoulés, armes à feu. Otages à l'intérieur, environ 8 personnes. J'appelle depuis la rue. Je suis essoufflé.",POLICE,4,4,COMPLET,
Quelqu'un a poignardé un homme dans la rue et a fui.,POLICE,4,4,MANQUE_STATUT_VICTIME,La victime est-elle consciente ? Saignement important ? Avez-vous sécurisé sa plaie ?
"Mon collègue douleur thoracique irradiante, 52 ans, hypertendu. J'ai du mal à parler.",MÉDICAL,4,4,MANQUE_LIEU,J'envoie le SAMU. Donnez-moi l'adresse ou le nom du bâtiment où vous êtes.
Quelqu'un a poignardé un homme dans la rue et a fui. La connexion est mauvaise.,POLICE,4,4,MANQUE_STATUT_VICTIME,La victime est-elle consciente ? Saignement important ? Avez-vous sécurisé sa plaie ?
"Cambriolage terminé en mon absence au 18 avenue Victor Hugo Strasbourg. Vitre brisée, bijoux volés. Pas de suspect visible. Voisine a vu un homme blond 30 ans fuir vers le parking. Je suis essoufflé.",POLICE,2,2,COMPLET,
"J'ai perdu connaissance quelques secondes après un choc à la tête en vélo. 31 ans, pas d'allergie. Au sol rue Victor Hugo face au numéro 22, Nantes. Il y a beaucoup de bruit de fond.",MÉDICAL,3,3,COMPLET,
"Mal de tête violent, soudain, le pire de ma vie, vertiges. 45 ans, pas d'antécédent. Au travail, bureau 304, 42 boulevard Haussmann, Paris 8ème.",MÉDICAL,4,4,COMPLET,
Il y a une altercation physique dans le parking souterrain. J'ai du mal à parler.,POLICE,3,3,MANQUE_ARME,Y a-t-il des armes visibles ? Des personnes à terre ?
"Collaborateur J. Martin badge rejeté depuis ce matin. Badge physique OK visuellement. Erreur rouge sur le lecteur du 3ème étage sécurisé. Employé présent depuis 3 ans, poste de développeur sénior. Je chuchote, je suis caché.",INFRA,2,2,COMPLET,
"Incendie de cuisine maîtrisé partiellement, fumée dense, tout le monde évacué, pas de blessé. Je chuchote, je suis caché.",POMPIER,3,3,MANQUE_LIEU,À quelle adresse se trouve le logement sinistré ?
Bagarre avec armes blanches devant le collège Pasteur rue Lavoisier Toulouse. Deux blessés au sol. Quatre agresseurs ont fui direction parking. 15h30. Je tremble en appelant.,POLICE,4,4,COMPLET,
"Réaction allergique grave suite à piqûre de guêpe, gonflement du visage. 22 ans, allergique aux hyménoptères, EpiPen utilisé. Au parc central de Rennes. Je tremble en appelant.",MÉDICAL,4,4,COMPLET,
Il y a une dame qui est tombée dans la rue. Je suis essoufflé.,MÉDICAL,2,3,MANQUE_ZONE_CORPS,Où s'est-elle blessée lors de la chute ? Saignements visibles ?
Ma voisine a l'air de faire un malaise sur le palier. La connexion est mauvaise.,MÉDICAL,3,3,MANQUE_ZONE_CORPS,"Qu'est-ce que vous observez chez elle : est-elle consciente, tient-elle debout ?"
"Il y a un incendie dans l'immeuble en face, de la fumée partout. Il y a beaucoup de bruit de fond.",POMPIER,4,4,MANQUE_PERSONNES_PIEGES,Y a-t-il des personnes encore bloquées à l'intérieur ? Entendez-vous des cris aux fenêtres ?
"C'est urgent, j'ai un accident. La connexion est mauvaise.",MÉDICAL,3,3,MANQUE_ZONE_CORPS,Où êtes-vous blessé exactement ?
Mon fils a avalé quelque chose qui traînait dans le placard. La connexion est mauvaise.,MÉDICAL,4,4,MANQUE_SYMPTOMES,Quel produit a-t-il avalé et en quelle quantité ? Vomit-il ? A-t-il l'air de suffoquer ?
Coupure fibre opérateur Orange sur le site de Bordeaux depuis 6h30. ERR_CONNECTION_TIMEOUT. 45 personnes sans internet ni téléphonie IP. Le lien de secours 4G bascule mais sature. Ticket ouvert chez Orange #4512.,INFRA,3,3,COMPLET,
"Feux de forêt progressant vers le hameau du Puy, vent fort, flammes à 200m des premières maisons. Mon téléphone est presque déchargé.",POMPIER,4,4,MANQUE_LIEU,Dans quelle commune ou sur quelle route se trouve ce hameau exactement ?
"Il y a un feu dans notre immeuble, l'alarme sonne.",POMPIER,4,4,MANQUE_PERSONNES_PIEGES,Y a-t-il encore des résidents dans l'immeuble à votre connaissance ?
Il y a un feu de forêt qui approche du village.,POMPIER,4,4,MANQUE_PROPAGATION,Dans quelle direction le feu progresse-t-il ? Quel est l'écart entre le feu et les premières maisons ?
"Il y a un incendie dans notre immeuble, de la fumée dense. J'ai du mal à parler.",POMPIER,4,4,MANQUE_PROPAGATION,Le feu se propage-t-il ? À quel étage a-t-il démarré et gagne-t-il les étages supérieurs ?
"Il y a un incendie dans l'immeuble en face, de la fumée partout. Je suis essoufflé.",POMPIER,4,4,MANQUE_PERSONNES_PIEGES,Y a-t-il des personnes encore bloquées à l'intérieur ? Entendez-vous des cris aux fenêtres ?
"VPN Cisco AnyConnect erreur 429 Too Many Connections depuis 7h. 200 télétravailleurs bloqués. Toute la direction commerciale et marketing impactée. Concentrateur VPN hébergé OVH, région Paris. Dernier audit fonctionnel hier. Je suis essoufflé.",INFRA,3,3,COMPLET,
Mon collègue a l'air très mal en point. Je suis essoufflé.,MÉDICAL,2,2,MANQUE_ZONE_CORPS,Qu'observez-vous exactement chez votre collègue ? Où semble-t-il souffrir ?
"Mon fils a avalé un produit, il vomit, produit de nettoyage. Je tremble en appelant.",MÉDICAL,4,4,MANQUE_ANTECEDENTS,Quel est l'âge de votre fils ? A-t-il des allergies connues ou d'autres problèmes de santé ?
Un homme est allongé sur le trottoir depuis 5 minutes. J'ai du mal à parler.,MÉDICAL,3,3,MANQUE_CONSCIENCE,Cet homme vous répond-il ? Voyez-vous sa poitrine se soulever ?
"Mon fils 3 ans a avalé des produits ménagers, il vomit, pas d'allergie connue.",MÉDICAL,4,4,MANQUE_LIEU,"Donnez-moi votre adresse immédiatement, le SAMU arrive."
"Feux de forêt progressant vers le hameau du Puy, vent fort, flammes à 200m des premières maisons. Il y a beaucoup de bruit de fond.",POMPIER,4,4,MANQUE_LIEU,Dans quelle commune ou sur quelle route se trouve ce hameau exactement ?
Un homme est allongé sur le trottoir depuis 5 minutes. Je suis essoufflé.,MÉDICAL,3,3,MANQUE_CONSCIENCE,Cet homme vous répond-il ? Voyez-vous sa poitrine se soulever ?
Quelqu'un demande à entrer sans badge et prétend travailler ici. Je tremble en appelant.,ACCÈS,3,3,MANQUE_IDENTITE_DEMANDEUR,"Quel nom et service donne-t-il ? Ne l'autorisez pas à entrer, je vais vérifier son identité dans le système."
Mon fils a avalé quelque chose qui traînait dans le placard. Mon téléphone est presque déchargé.,MÉDICAL,4,4,MANQUE_SYMPTOMES,Quel produit a-t-il avalé et en quelle quantité ? Vomit-il ? A-t-il l'air de suffoquer ?
Mon collègue a la poitrine douloureuse et transpire beaucoup. J'ai du mal à parler.,MÉDICAL,4,4,MANQUE_SYMPTOMES,La douleur irradie-t-elle vers son bras gauche ou sa mâchoire ? Peut-il respirer normalement ?
Accident de voiture sur l'A7 km 245 direction Marseille. Deux véhicules dont un en feu. Conducteur piégé dans le premier véhicule. Pas de produits dangereux. Trois blessés debout. Il y a beaucoup de bruit de fond.,POMPIER,4,4,COMPLET,
"Vol à l'arraché place du Capitole Toulouse. Femme 60 ans attaquée par individu à vélo, sac volé. Individu direction rue Lafayette, vélo noir, homme brun 20 ans, blouson orange. Je suis essoufflé.",POLICE,2,2,COMPLET,
Mon collègue a l'air très mal en point.,MÉDICAL,2,2,MANQUE_ZONE_CORPS,Qu'observez-vous exactement chez votre collègue ? Où semble-t-il souffrir ?
Ma fille est allongée par terre dans sa chambre et ne se lève pas.,MÉDICAL,4,4,MANQUE_CONSCIENCE,Est-ce qu'elle vous répond ? Peut-elle ouvrir les yeux ? Respirez-vous normalement ?
"Mon père ne se sent pas bien du tout depuis ce matin. Je chuchote, je suis caché.",MÉDICAL,2,2,MANQUE_ZONE_CORPS,À quel endroit du corps votre père ressent-il la douleur ou qu'est-ce qui vous inquiète ?
"Incendie de forêt commune de Salernes, Var, lieu-dit Le Castellas. Avance vers les maisons. Vent fort sud-ouest. Les riverains s'évacuent d'eux-mêmes. J'ai du mal à parler.",POMPIER,4,4,COMPLET,
J'ai très mal au ventre.,MÉDICAL,2,3,MANQUE_SYMPTOMES,"Avez-vous de la fièvre, des vomissements ou observez-vous du sang ?"
Je ressens des douleurs dans la poitrine depuis une heure. La connexion est mauvaise.,MÉDICAL,4,4,MANQUE_SYMPTOMES,La douleur est-elle continue ou en crises ? Avez-vous des sueurs ou une nausée associée ?
"Intrusion suspectée datacenter 3ème sous-sol nuit dernière. Trace d'accès inhabituel 2h45 badge P. Lambert en vacances. Aucune dégradation visible. Siège social 15 avenue de l'Opéra Paris. Je chuchote, je suis caché.",ACCÈS,3,3,COMPLET,
Je saigne et j'ai très mal.,MÉDICAL,3,3,MANQUE_ZONE_CORPS,Sur quelle partie du corps saignez-vous ?
"Fuite de gaz importante 8 avenue Pasteur Toulouse. Odeur très forte, immeuble de 5 étages. Résidents en cours d'évacuation. Aucune flamme visible pour l'instant. Je tremble en appelant.",POMPIER,3,4,COMPLET,
"J'ai des convulsions, j'ai réussi à appeler entre deux épisodes. Il y a beaucoup de bruit de fond.",MÉDICAL,4,4,MANQUE_ANTECEDENTS,Êtes-vous épileptique ? Depuis quand ces crises durent-elles ?
"Incendie appartement 3ème étage, 15 rue des Magnolias, Lyon 7ème. Flammes visibles depuis la rue. Immeuble évacué sauf famille au 4ème qui crie. Pas de produits dangereux connus. J'ai du mal à parler.",POMPIER,4,4,COMPLET,
"Serveur principal HS, erreur RAID critique, toute la compta bloquée, 45 utilisateurs, dernière sauvegarde hier 23h.",INFRA,4,4,MANQUE_LIEU,Sur quel site ou datacenter ce serveur est-il hébergé ? L'équipe on-site peut-elle intervenir ?
"J'ai chuté dans l'escalier, cheville déformée, douleur 8/10. 35 ans, pas d'antécédent. Je suis au domicile, 8 avenue Foch, Bordeaux.",MÉDICAL,2,2,COMPLET,
Quelqu'un force la porte de l'appartement d'en face.,POLICE,3,3,MANQUE_ARME,Cette personne vous paraît-elle armée ? Y a-t-il des victimes visibles ?
"Violences conjugales au 5 impasse des Lilas, Marseille 13ème. Mon mari Paul Martin, 38 ans, m'a frappée et est parti en voiture grise, plaque AB-123-CD. Je suis blessée au visage. La connexion est mauvaise.",POLICE,3,3,COMPLET,
Il y a un incendie dans une zone industrielle près d'ici. Je tremble en appelant.,POMPIER,4,4,MANQUE_MATIERE_DANGEREUSE,"Savez-vous si des matières inflammables, des produits chimiques ou du gaz sont stockés dans ce bâtiment ?"
Notre base de données affiche une erreur et bloque toutes les transactions. J'ai du mal à parler.,INFRA,4,4,MANQUE_CODE_ERREUR,Quel est le message d'erreur exact de la base de données ? Y a-t-il un code d'erreur spécifique ?
"On vient de me voler mon sac dans la rue. Je chuchote, je suis caché.",POLICE,2,2,MANQUE_DESCRIPTION_SUSPECT,Le voleur est-il encore visible ? Quelle direction a-t-il prise et comment est-il habillé ?
Mon collègue a l'air très mal en point. La connexion est mauvaise.,MÉDICAL,2,2,MANQUE_ZONE_CORPS,Qu'observez-vous exactement chez votre collègue ? Où semble-t-il souffrir ?
Mon mari s'est blessé en faisant du jardinage. Je suis essoufflé.,MÉDICAL,2,2,MANQUE_ZONE_CORPS,Où votre mari est-il blessé exactement ?
J'ai reçu un coup à la tête.,MÉDICAL,3,3,MANQUE_SYMPTOMES,"Avez-vous perdu connaissance, même brièvement ? Avez-vous des vertiges ou des vomissements ?"
"Mon père souffre énormément, il est plié en deux, douleur au ventre.",MÉDICAL,3,3,MANQUE_SYMPTOMES,"Votre père a-t-il de la fièvre, vomit-il ? La douleur est-elle apparue soudainement ou progressivement ?"
"J'ai perdu connaissance quelques secondes après un choc à la tête en vélo. 31 ans, pas d'allergie. Au sol rue Victor Hugo face au numéro 22, Nantes.",MÉDICAL,3,3,COMPLET,
Je n'arrive plus à accéder à mon compte.,ACCÈS,2,2,MANQUE_TYPE_ERREUR_ACCES,"Quel type d'accès est bloqué : compte Windows, application métier, VPN, messagerie ? Quel message s'affiche ?"
Un appartement brûle au 4ème étage dans ma rue. Je tremble en appelant.,POMPIER,4,4,MANQUE_PERSONNES_PIEGES,Voyez-vous quelqu'un à une fenêtre ou sur un balcon ? Des personnes ont-elles pu sortir ?
J'ai reçu un coup à la tête. Il y a beaucoup de bruit de fond.,MÉDICAL,3,3,MANQUE_SYMPTOMES,"Avez-vous perdu connaissance, même brièvement ? Avez-vous des vertiges ou des vomissements ?"
Il y a eu un cambriolage dans mon appartement cette nuit. Je tremble en appelant.,POLICE,2,2,MANQUE_DESCRIPTION_SUSPECT,"Les suspects sont-ils encore dans les parages ? Pouvez-vous les décrire : taille, vêtements, direction de fuite ?"
"Bonjour, un appartement brûle au 3ème étage, alarme déclenchée.",POMPIER,4,4,MANQUE_EVACUATION,"L'immeuble a-t-il été évacué ? Les résidents ont-ils pu sortir, ou des gens restent-ils bloqués ?"
On vient de me voler mon sac dans la rue. Je suis essoufflé.,POLICE,2,2,MANQUE_DESCRIPTION_SUSPECT,Le voleur est-il encore visible ? Quelle direction a-t-il prise et comment est-il habillé ?
J'ai reçu un coup à la tête. Mon téléphone est presque déchargé.,MÉDICAL,3,3,MANQUE_SYMPTOMES,"Avez-vous perdu connaissance, même brièvement ? Avez-vous des vertiges ou des vomissements ?"
Je n'arrive plus à accéder à mon compte.,ACCÈS,2,2,MANQUE_TYPE_ERREUR_ACCES,"Quel type d'accès est bloqué : compte Windows, application métier, VPN, messagerie ? Quel message s'affiche ?"
"Incendie de forêt commune de Salernes, Var, lieu-dit Le Castellas. Avance vers les maisons. Vent fort sud-ouest. Les riverains s'évacuent d'eux-mêmes. La connexion est mauvaise.",POMPIER,4,4,COMPLET,
"J'ai avalé des médicaments, environ 15 comprimés, 45 ans. Je chuchote, je suis caché.",MÉDICAL,4,4,MANQUE_LIEU,À quelle adresse se trouve la victime ? Les secours doivent arriver vite.
"Ma femme inconsciente, elle respire, 45 ans, pas d'antécédents connus. Je suis essoufflé.",MÉDICAL,4,4,MANQUE_LIEU,Donnez-moi immédiatement votre adresse ou dites-moi où vous vous trouvez.
"Douleur abdominale intense en bas à droite depuis 3h, nausées, fièvre 38.5. 19 ans, pas d'antécédent. Résidence universitaire, 12 rue du Campus, Montpellier. Je suis essoufflé.",MÉDICAL,3,3,COMPLET,
Il y a une dame qui est tombée dans la rue.,MÉDICAL,2,3,MANQUE_ZONE_CORPS,Où s'est-elle blessée lors de la chute ? Saignements visibles ?
"Le serveur principal est en panne, les utilisateurs ne peuvent plus travailler.",INFRA,4,4,MANQUE_CODE_ERREUR,Quel message d'erreur ou code s'affiche dans les logs ou sur les postes des utilisateurs ?
"Mon voisin a chuté de son escabeau, il crie de douleur. Je suis essoufflé.",MÉDICAL,3,3,MANQUE_SYMPTOMES,Voyez-vous une déformation d'un membre ? A-t-il reçu le choc à la tête ? Peut-il bouger ?
Il y a une dame qui est tombée dans la rue. La connexion est mauvaise.,MÉDICAL,2,3,MANQUE_ZONE_CORPS,Où s'est-elle blessée lors de la chute ? Saignements visibles ?
Un appartement brûle au 4ème étage dans ma rue. La connexion est mauvaise.,POMPIER,4,4,MANQUE_PERSONNES_PIEGES,Voyez-vous quelqu'un à une fenêtre ou sur un balcon ? Des personnes ont-elles pu sortir ?
"Douleur thoracique oppressante depuis 20 min, sueurs froides, nausées. 55 ans, hypertendu sous traitement. Domicile, 7 impasse des Roses, Toulouse.",MÉDICAL,4,4,COMPLET,
Mon voisin tente de forcer la porte de son ex-femme.,POLICE,3,3,MANQUE_DESCRIPTION_SUSPECT,L'individu est-il toujours devant la porte ? A-t-il un véhicule sur place ?
"Agression au couteau rue Beaubourg Paris 4ème. Agresseur homme 25 ans capuche rouge, a fui direction nord. Victime homme 40 ans, blessure bras droit, conscient, saigne beaucoup. J'ai du mal à parler.",POLICE,4,4,COMPLET,
J'ai besoin d'accéder à une zone sécurisée en urgence. J'ai du mal à parler.,ACCÈS,2,3,MANQUE_IDENTITE_DEMANDEUR,"Quel est votre nom, votre service et votre matricule ? La demande doit être validée par votre responsable."
"Serveur de base de données SQL Server HS depuis 8h. Erreur EVENT ID 17 dans les logs. 80 utilisateurs bloqués, toute la production arrêtée. Dernière sauvegarde hier 22h. Datacenter de Massy, salle B.",INFRA,4,4,COMPLET,
"Quelqu'un suit une femme depuis plusieurs rues. Je chuchote, je suis caché.",POLICE,3,3,MANQUE_DESCRIPTION_SUSPECT,"Décrivez le suspect : sexe, âge approximatif, vêtements, est-il toujours en train de la suivre ?"
J'ai besoin d'accéder à une zone sécurisée en urgence.,ACCÈS,2,3,MANQUE_IDENTITE_DEMANDEUR,"Quel est votre nom, votre service et votre matricule ? La demande doit être validée par votre responsable."
Quelqu'un a été renversé par une voiture qui ne s'est pas arrêtée. Je suis essoufflé.,POLICE,3,4,MANQUE_STATUT_VICTIME,La victime est-elle consciente et respire-t-elle ? A-t-elle été blessée à la tête ?
Quelqu'un suit une femme depuis plusieurs rues.,POLICE,3,3,MANQUE_DESCRIPTION_SUSPECT,"Décrivez le suspect : sexe, âge approximatif, vêtements, est-il toujours en train de la suivre ?"
"Cambriolage terminé en mon absence au 18 avenue Victor Hugo Strasbourg. Vitre brisée, bijoux volés. Pas de suspect visible. Voisine a vu un homme blond 30 ans fuir vers le parking. Mon téléphone est presque déchargé.",POLICE,2,2,COMPLET,
"Mon père, 67 ans diabétique, est inconscient sur le canapé. Il respire mais ne répond pas. Il prend de la metformine. Nous sommes à son domicile, 5 allée des Marronniers, Lyon.",MÉDICAL,4,4,COMPLET,
"Base de données Oracle corrompue après migration, erreur ORA-00600. 60 utilisateurs bloqués, backup du 2 mai disponible. Datacenter Nice, salle B. Mon téléphone est presque déchargé.",INFRA,4,4,COMPLET,
"Incendie 5 rue des Roses Lyon 3ème. Feu 2ème étage, immeuble évacué, 2 personnes bloquées au 4ème signalées, pas de produits chimiques. J'ai du mal à parler.",POMPIER,4,4,COMPLET,
"Mon fils de 4 ans a avalé peut-être 3 comprimés de paracétamol trouvés dans le sac à main. Il n'a pas d'allergie. Nous sommes au 8 passage de la Fontaine, Nantes. Mon téléphone est presque déchargé.",MÉDICAL,4,4,COMPLET,
"Il y a une bagarre dans la rue, c'est très violent. Je suis essoufflé.",POLICE,3,4,MANQUE_NOMBRE_INDIVIDUS,Combien de personnes se battent ? Y a-t-il des blessés à terre ?
Il y a un conflit entre deux groupes devant le bar. Il y a beaucoup de bruit de fond.,POLICE,3,3,MANQUE_ARME,Des armes sont-elles visibles ? Combien de personnes sont impliquées environ ?
"Bagarre au couteau, une personne à terre, saignement, deux agresseurs ont fui. Il y a beaucoup de bruit de fond.",POLICE,4,4,MANQUE_LIEU,Où êtes-vous exactement ? La police et le SAMU arrivent.
